Include,SESSION_ID,ResponseId,Consent,Q1,Q2,Q3,Q4,Strategy_open,Strategy_mc,IndependentWriting_mc,StoryGen_freq_mc,StoryGen_type_mc
1,66e024f7c3ccdb20d7abcb37,R_2eaDBbNJB41Q6MF,"Yes, I would like to participate","As the day grows darker and I find myself having to do the weekly shopping it is with glee that I look over my shoulder whilst driving past a petrol pump. What a relic of the recent past, having had to put diesel in my old car and feeling like a slave to the big oil corporations that are stuck in their ways. Nowadays, I go shopping whilst my electric car charges, giving me time and not worrying what my actions impact our environment. To all the naysayers I say just this, don't wack it before you try it.","There is something special about writing a letter, a real letter, not an email or a text message. Taking the time to sit down, place a sheet of paper on my desk, choose from one of my favourite pens and just write whilst sipping a cup of coffee. The bit I like best is the satisfaction of inserting the letter in an envelope, licking the glue, sealing it and then choose a stamp from my collection that I know the recipient will like. I get up, put my shoes on, take my letter and go on a walk around the local park until I spot the very unusual letterbox where a tree has grown to engulf it and I send my letter by posting it through the red letterbox. If this isn't slow living to enjoy the present I don't know what is.","In the distant British Empire it used to be law that whenever someone stole a sack of salt they would be arrested and had to choose an organ they had to sacrifice. No one ever chose a hand, they'd ask for an ear or a kidney but never a hand. There was no choice, they had to comply because resisting would mean sure death. This is the story of how salt become one of the most common seasonings in the world.","We exist to pay, that is modern day gloom for each and everyone of us. Without access to money interactions and payments humans wouldn't be able to have created the society as we have it now where each of us make such transactions on a daily basis. Only the lucky ones are able to go a day without paying for something.",I mainly stuck to the theme requested and created as a monologue or a history lesson. Coming up with uncommon connections was hard due to the time limit but changing the reasoning from the original suggestion to a different one wasn't. I did try to change the emotional background between stories so they wouldn't all be similar.,"I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,Brainstormed about novel ways to combine the required words.,I thought of a story and then worked the words into it.",I wrote the stories completely on my own.,One or more times a week.,"I enjoy telling engaging stories about daily life to others.,I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e02648e3fe184e0330fbe4,R_8JLzPcPzxxmeT2T,"Yes, I would like to participate","The industrial space ship landed on the docks next to a industrial scale pump, one of many in the area. The planet was one massive resource for petrol and diesel, covered in oil pumps and refineries. The crew of the space ship would spent the next five days here whilst its cargo containers were filled and then they would make the return journey across the milky way back to Earth, transporting their liquid gold back to those that required it fror","""Send for the detective"" screamed the woman staring at the body on the ground. Detective Monroe soon arrived and could clearly see the body had been long dead, the letter of the infamous stamp killer, stamped onto the victims head with significant force was plain to see. Thirteen months and thirteen deaths, each one with a letter on their head, following the alphabet. Monroe only hoped they could stop the killer before they got to Z, or he would go postal.","The doctor looked at the student. ""You will comply or you will fail and end up as one of these donors yourself"" he said. The student dutifully removed the organ from the body as requested and placed it in the organ transplant box. In the Empire of the Heart, the wealthy lived on through continual organ replacement, the donors often not always willing. Compliance in the Empire was key.","In the city of Aether, the gloom was everywhere. Most people couldn't see it, but it definitely did exist. For those few that could see it, there were even fewer who could interact with it, and for those people there was money to be made. The gloom seekers as they were known would take your payment and disappear into the gloom, returning a few days later with treasures unknown to the city of Aether, brought from the parallel worlds beyond the gloom.","I read a lot of sci-fi and fantasy books, so I took some inspiration from these, and to some degree, once I'd written one genre for the first story (sci-fi), I thought of other genres like crime and fantasy that I could use to write stories using the words in unusual ways. I also tried to think of alternative meaning for the words, and then just let the first sentence flow and from their found ways to incorporate the other words following the idea created by the initial sentence.","I tried to think of a concept or theme totally unrelated to the required words.,Thought about metaphorical or abstract meanings for the words.,I thought of a story and then worked the words into it.",I wrote the stories completely on my own.,Every few months.,"Story writing/telling is part of my job or study.,I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e02680a001844874fed5a3,R_8XAZuGtUxE4LglP,"Yes, I would like to participate","One snowy evening, I set off in my mini cooper to my grandparents house, the journey was around 2 hours in length, about half way through i needed to stop to get some fuel. I had a strange loss of my senses and when I got to the pump i had forgotten whether the car took petrol or diesel, in my moment of madness i filled up the car with the wrong type of fuel! I sadly didn't realise until a few minutes into my journey after setting off ahain ","since i was 5 years old i have been collecting stamps in a lovely leather bound book, each year i add to my collection with various limited addition stamps. My mother and I love to look through the book at christmas time and see what different images and stamps have been collected. Sometimes for very special family members birthdays I select a stamp from my collection and i use to it send a letter. I like to choose and envelope colour which really sets off the design of the stamp and i hope very much that the recipient is appreciative of the choice and enjoys opening the special letter. ","My uncle decided to donate his organs when he died, which was a very noble thing to do. Sadly on Janurary 7th he fell off his bike and passed away. However many of his organs were able to be donated and his lovely young apprentice who worked in his shop, the Empire of Sweets needed a lung transplant and was able to benefit from my uncles donation. We were a little worried that in order to comply for my uncles lung the shop assistant would not match certain criteria but fortunately he did and all was well. ","In the dark gloom of the winter morning, Lisa looked at her payment for the 5 foot teddy bear she had bought last night whilst extremely intoxicated and wondered what on earth she was thinking. Sometimes she felt there was no point in her sad lonely life and whether any one cared she was here. Did she even exist at all?","I like thinking of totally random things, so I just plucked the first odd thought that came into my head and rolled with it. if i got stuck i would try and link it back to a real life situation that had occurred for me. I didn't struggle to link the words particularly. I would start off with one of the words and begin a story and then link the other two as i went, which generally came fairly easily to me as the story progressed.",I thought of a story and then worked the words into it.,I wrote the stories completely on my own.,One or more times a week.,"I enjoy telling engaging stories about daily life to others.,I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e02a164700390ae4362d26,R_8sBNWJpZHPgPqua,"Yes, I would like to participate",I went to buy a new car. When I reached there I forgot whether I should buy the car with petrol or diesel. I figured it out after asking my friend on phone. He also mentioned about the differnent pump types in different cars.,I asked my friend about sending the letter as I was new in the country. He told me how to stamp the letter and and how can I send it by the post. I finally had a good understanding about it.,"I told my friend that I was working with different survey platforms. I told her about what should I do to a survey asking about to write a story  containing three words: organ, empire and comply. I literally had no idea, what to write about but I figured out a nice idea that I used to do it.","My friend said three words when we were playing chinese whisper. I had no idea what did she say but I herd some of it. On my turn I said the words bloom, cavemen, exist. Finally I came to know that the words were gloom, payment and exist.",I did not take much time in thinking about the character because I assumed the charachter to be me in each of the stories. I used creative thinking to come up with these ideas. For the first story I found it difficult because I was about to write the same story that was mentioned not to write. Than I got a good idea of how to do it.,"I tried to think of a concept or theme totally unrelated to the required words.,I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,Brainstormed about novel ways to combine the required words.,I thought of a story and then worked the words into it.",I wrote the stories completely on my own.,Almost never.,"I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e024a708b98aa9cea04f01,R_2JzuWAk6bRQPato,"Yes, I would like to participate","During one night at my local gym i bumped into Vin Diesel who commented on my abilty to lift my weight correctly. He decided to show me a better way to get my pump on. Whilst given the chance to ask him, i quipped if he had any siblings named after petrol.","My partner the bedroom window open during the night to let some cold air in, upon doing so a massive spider scurried in through into the bedroom. This would usually send my partner into a panic but this time she grabbed a letter and gathered it up into a glass and threw it outside. Normally she would send me to stamp on it. ",Whilst walking home i was kidnapped by 3 men who demanded i chose an organ to have them harvest. I was very reluctant to agree and tried not to comply with the demands. They began to explain to me the reaches of their empire and that i best agree. ,"In order to fill my pokemon card collection i was missing the character Gloom, i maanged to locate a seller online who was asking for payment. I deciced to pay the asking price as that card was thought not to exist.","I quickly thought of ways to include the 3 words in a way that wasn't too obvious. Tried not to think too hard about it, more akin to ghost writting. I let the story go wherever it wanted. I was very aware of the 5 min time limit. ","I tried to think of a concept or theme totally unrelated to the required words.,I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,I thought of a story and then worked the words into it.",I wrote the stories completely on my own.,Almost never.,"I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e02469819bb8d1a2872f66,R_2q0iH8KvyiaD0id,"Yes, I would like to participate","Keisha loved many things, but her 2 favourite things in the world were the smell of petrol and sunny days. Keisha also did not mind the smell of diesel but often found if she went to the petrol station to help pump her husbands car the diesel pump would often get stuck which was one of Keisha's irritants. On this particular sunny Saturday morning Keisha set out to the nearest park to her meet her friends to have a picnic, she decided to walk but really wished she drove so the smell of petrol would be breezing through her hair.","On Friday morning, just before work, Harry went downstairs from his room to see he had received a letter. On the letter was a 1st class stamp and Harry's first and last name in big, bold letters which automatically let Harry know this letter was urgent. Harry quickly opened the letter and saw it was a letter from his great Aunt letter letting him know he should remember to send the mini fridge she sent him as it was the only fridge she had.","Daisy also wanted to be a  transplant surgeon. The thought of holding an organ in her hand and having to comply with the regulations of the GMC board everyday excited her. However, due to the financial demands of medical school, Daisy had to open a lash business, which seemed to be taking up more time then she has ever proposed. During her last year Daisy decided to close her well known business empire down and focus on studying to become the surgeon she always wanted to be.","If there was one thing about Dawn she hated missing direct debit payments, but due to the doom and gloom of the cost of living crisis Dawn had missed a lot. This made Dawn feel sad but it did not let her forget about the fact that she got to exist everyday in a world where there was always a way to make money, such as using the website Prolific.",I first came up with a character name. I then put them into everyday context with the words I was given and then used to make stories up.,I tried to come up with a novel character.,I wrote the stories completely on my own.,Every few months.,"I come up with (bedtime) stories for children.,I like to imagine / daydream about different story lines, exploring what if scenarios.,I like to journal about my thoughts / reflections on daily life."
1,66e0268440fa92b9c538db64,R_2joIDdCu9ghOfCw,"Yes, I would like to participate","I was heading towards the supermarket when I saw a large sign offering petrol for £0.50. I thought to myself, how unfortunate, I'm driving a diesel car. I went to the petrol station anyway and peered intently at the pump. I wanted to use it, I needed that cheap gas. I quickly started pumping the petrol into my diesel car. One hundred liters later, petrol overflowing all over the floor, I stand there laughing hysterically. My ex-partner was meant to come collect her car today, not anymore. ","I was fighting my demons today, I wanted to stamp on all the little bugs that had been biting me the previous night. I decided to act with some restraint, quelled my emotions, and I began writing a letter. I addressed the letter to the king, the king of bugs. I had met the bug previously in a vicious encounter with a few from his kind, they bit my legs and he was the one who calmed the attack. He saved me from multiple layers of bite cream that evening. I send the letter and hesitantly waited for his response. Five days later, I had correspondence. The king had enough of my perpetuate moaning, he had declared war on the humans. ","I tried very hard to play the organ, I wanted to so badly. I hated the man who stood on top of his empire of tunes. I wanted to have my own library of hymns to move the masses. I needed to have 5 years experience in the church before I could make this a reality. I must comply with these rules, and then I could be the organ master I always wanted to become.","I went for a walk into the forbidden forest today, it was always described with gloom. I knew that there was a reason we took the long path home every evening from work. As I approached half way, my retreat closed in on me, branches covered my exit. I venture forward into the dark, I see a dark coin goblin shaking his bag menacingly, I thought these didn't exist, I managed to make it home but not without payment, the goblin took all my coffers for the day and now I am left with nothing.","I thought about the words and just creatively made up scenarios before starting to write. I always had an idea of the words and what they could become, I then fleshed out the story as I wrote. I had fun creating these stories.","I tried to think of a concept or theme totally unrelated to the required words.,I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,I aimed to put each required word in a new sentence.,I thought of a story and then worked the words into it.",I wrote the stories completely on my own.,Almost never.,"I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e026c071d6eae687e44d7d,R_8o6ejl1aVHjSI9z,"Yes, I would like to participate","It was my first day of secondary school and after much deliberation on my school outfit I decided on wearing my vintage Diesel jacket. I wanted to give off a cool and edgy look, and reinvent myself for the first day of big school. After checking over my rusty bicycle I realised a had a flat wheel so I used my dads old bike pump to give my wheels a boost! The last thing I wanted was a flat tyre on my first day. I wish my dad could have gave me a lift in, but his petrol car was so battered I would be so embarrassed to turn up in it, I opted for my bicycle.","I can't believe he just broke up with me, and even worse he broke up with me over text! My phone pinged and all I saw was the letter for his initials pop up on my text screen. Not even a curtsy call or anything, he simply wrote ""This isn't working, it's over"" and hit send. I shouldn't have expected anything more as he certainly doesn't get the stamp of approval from my parents.","I am the nerdy girl in school, the one who loves music not fashion or sports. My version of fun is learning a new instrument like the organ, not going shopping and spending loads of money! I guess I don't comply to the rest of the school social norms, I feel that in this world their empire is a complete different class compared to mine, I am boring and dull in comparison.","The gloom of tomorrow was chasing me as I had an incredibly important exam. I felt bad because if I received a bad grade I know my parents would kill me, if I failed their payment to me would be a year of misery locked in my room and forced to study. It would be like I didn't even exist to them, just another failed child who couldn't pass a maths exam. ","I found it an interesting process. I created this character in my head of a troubled child and used it across the majority of the stories. This helped develop a consistent flow between them. Some words I found more challenging than others, for example the word ""petrol"" was a lot more difficult to weave into the story. ","I tried to come up with a novel character.,I tried to think of a unique conflict or problem the character had to solve.,Thought about metaphorical or abstract meanings for the words.,I thought of a story and then worked the words into it.",I wrote the stories completely on my own.,One or more times a month.,"I enjoy telling engaging stories about daily life to others.,I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e0224e6727a84b484a0e78,R_25FmW7vrOnS60wE,"Yes, I would like to participate","Mischa and her family were going to collect their three new puppies. Mischa and her brother Tommy could not wait to see their little faces again. ""What are we going to call the puppies?!"" the siblings dad asked. ""Petrol, Diesel and Pump!"" Tommy beamed. ","""Thanks for listening and please send your friends to the show!"" Ellis said to the audience. Ellis had just completed her first one-woman show of her tour, and the show was called 'A letter to my younger self'. She was so proud of herself, she hadn't let production interfere too much and her personal stamp remained well and truly on the show. ","""I dream of having my own cleaning empire someday"" Sohail smiled at the panel. He was attending an interview for an internship at Organ NIZE - a professional organising company who visit clients and organise and clean their home, office, or other space for them. ""My strengths involve complying with all policies and procedures, following safety regulations, and putting the clients needs first"". ","The three best friends Erin, Geri and Holly were on their way to their first ever spiritual retreat. ""Just going to go do the parking payment"" Holly called as the girls got out of the car. ""I can't wait to just exist for the next few days at the retreat! No more doom and gloom at work!""  Geri said to Erin.",I thought of how I could use the words first. I didn't have that much of a hard time coming up with an uncommon connection but I found it hard to do it in less than 5 sentences! I feel like I used speech a lot which helped. I felt naming the characters helped as well somehow. I really enjoyed doing it.,"I tried to think of a concept or theme totally unrelated to the required words.,Brainstormed about novel ways to combine the required words.",I wrote the stories completely on my own.,Every few months.,"I enjoy telling engaging stories about daily life to others.,I like to imagine / daydream about different story lines, exploring what if scenarios.,I like to journal about my thoughts / reflections on daily life."
1,66e023fb428da9f97619f7c8,R_2XcT1LBVLYHa6hX,"Yes, I would like to participate","For his next mission, special agent Frank Tomlinson would require a vehicle with a unique modification. In order to arrange this, he went to see his underground mechanic Diesel Dan, who told him that the modification would be difficult, but that he could do it for £100,000. 'When did you pump up the price?', Frank asked, 'last time it was only eighty-thousand!', but Dan pretended not to hear him as he carried on sorting his various barrels of petrol. After handing over the money, Diesel Dan completed the modification and Frank was ready for his mission.","As the giant defender came flying into the tackle, the entire stadium erupted in protest. 'That's a disgusting challenge, you have to send him off referee!' one fan shouted, 'that was clearly a stamp, you can't get away with that!' bellowed another. As the opposing players surrounded the referee, he produced only a yellow card from his pocket, much to the outrage of the opposing captain. While the captain protested, the referee calmy explained his decision: 'by the letter of the law, that tackle is only a booking' he sai","As the wicked dictator entered the room, his underlings explained the bleak situation to him regarding the war effort. Swiftly and desperately, the dictator gave them his instructions: 'tell all of our soldiers to defend from the west - we cannot lose the city, it is the most crucial organ of our empire!' Sensing he had gone insane however, the underlings decided not to comply with the instructions, instead telling the soldiers to retreat from the battlefield. It seemed as though a crisis of leadership had truly begun.","'I no longer wish to exist' said the despondent boy sat underneath the tree - it seemed as though his gloom had finally overcome him entirely. As he sat, he reflected on the terrible events of his life - he had made payment after payment but never received anything in return and now it seemed as though his days were numbered. Eventually, he rose and, wiping the tear from his eye, began to walk solemnly into the dark evening's mist.","Given the time limit, I decided to simply roll with whatever idea first entered my head for the events and characters involved in my stories. These ideas were usually based on my first thoughts after seeing the three words. While it was awkward at times to fit the words in, I relied heavily on using dialogue to fit them into the stories - I found this easier with each story I wrote. With some of the stories, I definitely used inspiration from historic events (such as in the third story), as well as my own interests (such as football in the second story).  Please note that I'm not sure I finished the final sentence of the second story, I think I may have accidentally pressed continue while writing.","I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,I tried to come up with a novel character.,I tried to think of a unique conflict or problem the character had to solve.,Brainstormed about novel ways to combine the required words.",I wrote the stories completely on my own.,Once or twice a year.,Story writing/telling is part of my job or study.
1,66e02450f0c27ed15834179d,R_2mqjhNO26XNoi6R,"Yes, I would like to participate","As I walked along the ruined banks of the polluted river, the stench of diesel was almost overpowering. The devastation of this habitat since the pump had malfunctioned and spewed waste was almost complete. I could have wept in memory of the past beauty that was lost. The glorious verdant and lush vegetation, the dazzling colours of the flowers; even the flash of the petrol blue feathers of a rare kingfisher. ","I could hear the stamp of the soldiers' boots as they marched past my cottage. Their uniforms neat and precise, each young man appearing much as the last. I wondered to myself what differences lay under the outer layers which gave them such a singular appearance. Perhaps one wore lady's underwear! I chuckled to myself. Perhaps there was a lover's letter tucked inside a pocket, penned in secret and hidden away until a chance to send it. ","The notes hung in the air, almost alive as they echoed around the cathedral. The beauty of an organ when played by a master is an unparalleled delight. I did not know the name of the piece, it was grand and almost military, perhaps a tribute to an empire long since lost to time. It certainly didn't comply with the playlist set for Michaelmas term this year, as I knew all those compositions by heart. ","Marcus peered through the gloom. ""Why were there no lights?"" he wondered, as he cupped his hands against the window to try and see inside the house. Perhaps the family had failed to make their payment, but without power in the midst of this winter, the family would suffer fatally. There was no sign of life inside, and Marcus prayed silently they had moved on before the freeze and weren't to be found inside. Once, there were charities to help and places to go, but in these no longer exist: too many require help, and no one has any left to give.   ","I focused on one of the words, and tried to use it as a descriptive term. Then found a situation would follow on which could be captured in the 5 sentences. ",Thought about metaphorical or abstract meanings for the words.,I wrote the stories completely on my own.,Almost daily.,"I come up with (bedtime) stories for children.,I like to imagine / daydream about different story lines, exploring what if scenarios.,I like to journal about my thoughts / reflections on daily life."
1,66e021c22ad6ce907f3c57e3,R_2Ep8Ymfq8uSEw90,"Yes, I would like to participate","I was driving my petrol lawnmower whilst maintaining my 3 acres of fields. In a lapse of judgement I accidentally crashed into a water pump that irrigated the farm. Whilst the pump was being repaired, I had to hire a diesel generator to replace the pump.","Whilst marking my pupil's test scores, I use a different colour stamp based on their performance. If they have done well, the stamp is green. If they have done poorly, the stamp is red and I send the student to an after school revision class. To get permission for this, I must get a permission letter signed by their parents.","After the emperor fell ill, he desperately needed an organ transplant. Soldiers were ordered to scour the vast lands of his empire to find a suitable donor. Once found, they had no choice but to comply.","A constant part of adult life is the doom and gloom portrayed on the news. However, happiness does exist and can come in many forms. From food, to time spent with loved ones, happiness does not always require payment to find.","I tried to find situations that would use all the words in a creative way and followed the rules of the prompt.  Some were harder than others, but ones with a set character were easier to create.","I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,I aimed to put each required word in a new sentence.,Thought about metaphorical or abstract meanings for the words.",I wrote the stories completely on my own.,Every few months.,"I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e02372f87c31376376f8fd,R_2YKQTEPFuU2GBvV,"Yes, I would like to participate","I wondered about the puddle of petrol outside my house, near the front door. Had it have been diesel, I would have been less worried. The problem was that I had no idea whether the fuel pump in my vehicle was faulty ot not; the alternative was that someone was out to get me. Although I had few enemies, I knew the most likely culprit, but she was overseas on vacation. Knowing that, I scattered sand on the puddle and stopped worrying.","The stamp was clean, unused and valid, but too small a denomination for the letter I had written. This rendered the stamp utterly useless but I did not want to waste it. So, I opened up my finished letter, and used it as a basis to write a much shorter note, which rendered the missive lighter, and the stamp was now useful. Of course, it was now destined elsewhere, and my original letter was unsent. But I chose to send the shorter letter and decided to hold on to the longer one until my correspondent's next birthday!","The organ was terribly loud. The organist was pumping away like fury, playing music written to celebrate the Empire; practicing his vigourous harmonies to perfection. It was a wonder to hear it. I was thrilled to bits to see the extent to which he wet in order to comply with my wishes for the upcoming celebrations. The Empire has not been forgotten and we will proudly march into the hall to this, the most stirring of music.","What a terrible day; a day to end all days. Just when I thought I had got ahead of the endless cycle of bills and their payment, when I had finally begun to emerge from the gloom of depression, once again able to contemplate socializing; the news of this new debt was a hammer blow. How could this unknown debt exist? I was going to have to double down and focus on total austerity.","The connections between words were easy. Any three words can be combined to make something interesting, given five sentences to go at it. It did not matter which word I started with, but mostly it was the first, as it was of no consequence. The theme was the first thing I envisaged at the moment of looking at one word. I wanted a beginning, a middle and an end. So I looked for a setup, a challenge and a resolution. I derive a great deal of pleasure from making up stories, so this was an easy task for me!","I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,I aimed to put each required word in a new sentence.,I tried to think of a unique conflict or problem the character had to solve.,Thought about metaphorical or abstract meanings for the words.",I wrote the stories completely on my own.,One or more times a week.,Story writing/telling is part of my job or study.
1,66e02384f356c5650e5d711f,R_8WxkYgki5yinZhV,"Yes, I would like to participate","Sally rode her horse down the canal. She knew her horse was running low on energy so needed to stop soon. She saw a barge selling a variety of things so decided to stop to see if she could refuel. Her pump style shoes were worn out so she had to stay atop her horse whilst speaking to the barge owner. She joked about her horse being neither petrol or diesel but infact, ran on carrots! ","Julia awoke to a 'stamp stamp stamp' from the above flat for the third day in a row! She decided to send for the warden, she had had enough of it! When the warden turned up she knew she would be polite but in her mind she would be full of extremetieis all in capital letters!",The brass band had never had an organ player before so it was something new to all of them. Some of them were a bit unsure but they couldn't turn down the upportunity to play with a member of the british empire!! They just hope the organ player would comply with the etiquettes they had as a band. ,"He tapped his card to make the payment for the drugs. He felt a relief and having the drugs and knew this now meant he would not have to exist much longer, the feelings of gloom would soon be over. ","it was hard coming up with the connections, especially for the second one. i would start with one word and then go from there. i wasn't sure if i could use the plural of the words, so hope it is okay that i did that",I thought of a story and then worked the words into it.,I wrote the stories completely on my own.,Almost never.,Other.
0,66e02339218141cd76a7dfda,R_2fDGzWQwo9sISmC,"Yes, I would like to participate","Crude oil can be transformed into various products that serve different industries petrol, diesel and pump. The products play a role in every aspect of engineering and other aspect of life.",During the time of war there was need to deliver good will to the winning side and there was need to stamp the command and send the logistic to the leader which include a letter and ,The golden organ of a mammal was a precious assets in the mongol empire and in order to achieve this one has to kill a lot of mammal to get the golden organ which lead to a complying factor that stopped the act of the mass killing. ,"On a faithful Christmas eve in the city of Paris, there was an auction that was live with an outrageous price. The painting was a basic picture of mary and  this gave a gloomy looks on all those that were present as the painting was not special and there was need for an immediate payment before the best bidder could exist the venue.","I tried hard to come up with an existing scenario that would fit in the words required. Then started immediately to type the sentences even though they were vague at first instant, then afterwards I brainstorm ideas before the time elapsed.","I aimed to put each required word in a new sentence.,Brainstormed about novel ways to combine the required words.,I thought of a story and then worked the words into it.",I wrote the stories completely on my own.,One or more times a month.,I like to journal about my thoughts / reflections on daily life.
1,66e02d15d79f9671912860b3,R_82McyGIYTts4bOU,"Yes, I would like to participate","A car mechanic had the surprise of his life when his wife gave birth to three babies instead of one! As he and his wife stared down at their three new children, the midwife stood behind them and asked a very valid question. ""So, what will you call them?""   You see, they had a name for baby number one. They were naming him after his favourite WWF wrestler, Diesel. But the other two...? He began to sweat. With the pressure of both his wife and the midwives eyes on him, he blurted out the first two things he could think of.   ""Their names are Diesel, Petrol and Pump!""  And that is the story of how their children got their very unique names. Thanks Dad.","Mr A was known as the resident bully in Lettertown. He would stamp around and shout at passers by who were simply minding their own business. One day, the other Letters decided it was time to give Mr A a taste of his own medicine and send a message that his behaviour would not be tolerated anymore. Organised by Mr Z, they all met in the dead of night and decorated his house with toilet paper while he was sleeping! That was the last time a letter misbehaved in Lettertown.","Did you hear the one about the unluckiest man in the world? He once fell off the Empire State Building but landed without breaking one single bone! A miracle - Some would even call it witchcraft! But that's where his luck ran out. You see, while he was lying on the ground, a stray dog ran up to him and bit him right in the eye! Now he is on the Organ donor list waiting for new corneas, however rumor is that he doesn't comply with their rules, so he may be known as one-eyed Pete forever!","The dark room made everything feel like it was doom and gloom. How could one exist in a house so dreary? He struggled to understand how the landlord expected payment for a house so run-down and derelict, but unfortunately he had no choice but to deal with it.","I did struggle with some of the word choices, but I do feel this allowed me to be abit more creative and out there with my stories. I would pick one word and base my story around that.",I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,I wrote the stories completely on my own.,One or more times a month.,"I like to imagine / daydream about different story lines, exploring what if scenarios.,I like to journal about my thoughts / reflections on daily life."
1,66e024c42e81fa997c3712a0,R_8kQG02fwq7ubaOB,"Yes, I would like to participate","Me and my father run a local petrol station here in the uk. I have an awful habit of smoking, so my dad doesn't let me near the diesel and petrol pumps as he's affraid I could burn the place down. I don't think he's wrong though. He is just looking out for me. I only really work on the till because of this.","Today I sold one of my skylanders. I went to tescos to send it to the buyer. they have an evri machine which prints out the label/stamp. It was so easy. I did it with a box, not sure if you can do it with a letter.","In 2142, the British empire has a problem. With the lack of jobs many have turned to organ sharks. If you take a loan from them and don't pay them back they give you a warning. After some time has passed, and you still don't comply, they come and gut you for what you have usually taking a liver or kidney. Gutted people are called husks which are marked by the organ sharks. ","To exist in this world you must make a payment, the second you are born that payment is your life. To exist and feel in this world you must experience extremes. How can you know happiness without knowing sadness. How can you feel excitement without knowing gloom. ","The first few my first thought was usually the story you guys said not to write, so I would be kinda stuck on it and just try and change it. Only in the last one did my first thought happen to not be the story you said not to write. I also did think of other things I've seen and read like 1984 george orwell reminded me of empire, organ, uh forgot the last word. Used personal experiences like how I actually went to the post office today to send off a package.","I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,Thought about metaphorical or abstract meanings for the words.",I wrote the stories completely on my own.,Every few months.,"I like to imagine / daydream about different story lines, exploring what if scenarios.,I like to journal about my thoughts / reflections on daily life."
1,66e0258bc09978143bf89d39,R_2LTbPAQf8NZ0wRb,"Yes, I would like to participate","The man had quickly realised that he filled his tank with petrol instead of diesel when the engine cut out. Trying to pump it out of his tank was impossible as he had not tools to do so. He tried calling around to see if anyone had a means to fix his problem, but alas he has to call a local garage to pick him and his car up. He was hoping and praying that his car would be able to be fixed. It doesn't look good.","There was no stamp on the letter. It is being held at the local post office, waiting for jane to arrive and pay for the delivery. This annoyed jane, as she couldn't understand who would send one, let alone without a stamp on it.","The church's organ did not comply with health and safety standards. the pipes were close to falling off and were not screwed or bolted down to anything, they were just hanging loose. For a church which is part of such a big empire, surely they could be able to afford the proper installation of their own organ?","A plush of the pokemon gloom, which is one of my favourites, is so hard to come by nowadays that i would make a substatial payment to purchase one that exists. I would even travel the globe to aquire one. But alas, i believe that they stopped making them a while ago, so i will need to find an alternative source.","I first came up with a theme, that didn't include the theme that i was not allowed to use. then i just invented characters off the top of my head, without thinking too much about their backstory as these were only short stories.","I tried to think of a concept or theme totally unrelated to the required words.,I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,I tried to think of a unique conflict or problem the character had to solve.",I wrote the stories completely on my own.,Once or twice a year.,"I enjoy telling engaging stories about daily life to others.,I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e02415bfaef9eeaa21d29e,R_2pgeIFWQlDZignv,"Yes, I would like to participate","On a sunny Saturday afternoon, my husband decided we could try and work on getting the long- forgotten project of installing a pump to assist with the borehole that was set up a couple of years back but never used since. Searching through the box that had documents on the setup, I simply could not find the manual. my husband was convinced it was a diesel pump but I strongly remember complaining that petrol prices were too high and almost definite that it was a petrol pump. The battle to figure out which of the two was correct was made harder as we realised that our internet was down. This was going to be a test of the best engineer in the house! ","The recommendation letter had been on his desk for a couple of weeks now, and he was staring at it, wondering if being honest about Tom's violent outbursts was the right thing to do. He had just asked his assistant to schedule the letter to be picked up by the courier. Tom will never get into the program if he gets to send the letter. He would have put a stamp and seal for him never to see his daughter again. ""Can I ignore the violent outbursts? Can he be a better man?"" It was a decision he had to make.","The entire empire got the invite to come and watch Sarah play the flute. She was anxious, nervous, and suddenly she could not breathe and the lights were blurring her vision. next thing she woke up with doctors telling her to comply with their instructions and to calm down as the main organ of her body was ","The day was making me feel gloom and as I was sitting on the couch, my son came in all cheery and nagging to go out for a walk. I was not excited but felt I had to let my son enjoy. We walked out to the playground, and before long, we were laughing, and I found myself making a payment for ice cream. Hold on! That was not the plan, but money is meant to be spent. We have to live and not just exist.",It was hard coming up with uncommon connections and I really had to find different meanings of the words.,I tried to think of a unique conflict or problem the character had to solve.,I wrote the stories completely on my own.,Almost never.,Other.
