result_id,group_id,group_by,metric_length_in_chars,metric_length_in_words,metric_length_in_unique_words,metric_length_in_concepts,metric_length_in_sentences,metric_type_token_ratio,metric_avg_word_length_in_chars,metric_avg_sentence_length_in_chars,metric_avg_sentence_length_in_words,metric_avg_sentence_length_in_unique_words,metric_length_in_first_person_singular,metric_length_in_first_person_plural,metric_length_in_second_person,metric_length_in_third_person_singular,metric_length_in_third_person_plural,metric_length_in_first_person,metric_length_in_third_person,metric_dsi,metric_surprise,metric_raw_surprises,metric_n_gram_diversity,metric_pos_diversity,metric_avg_dep_num_clauses,metric_max_dep_num_clauses,metric_avg_dep_path_length,metric_max_dep_path_length,metric_avg_constituency_tree_depth,metric_max_constituency_tree_depth,metric_readability_flesch_ease,metric_readability_flesch_kincaid,metric_avg_pos_noun_ratio,metric_avg_pos_verb_ratio,metric_avg_pos_adj_ratio,metric_avg_pos_adv_ratio,metric_avg_pos_pron_ratio,metric_avg_pos_det_ratio,metric_avg_pos_adp_ratio,metric_inv_homogen,metric_novelty,metric_theme_uniqueness,metric_interestingness
R_87z2b4sr7in6R21_Q4,"['human', 'gloom-payment-exist']","['model', 'id']",526,99,81,36,5,0.8181818181818182,4.141414141414141,104.4,19.8,19.2,1,1,3,6,0,2,6,0.21386932759057908,0.00852506937402668,"[0.004478306997390019, 0.0015076225712185864, 0.0026777287324269705, 0.008386480447017786]","[0.8181818181818182, 0.9897959183673469, 1.0, 1.0, 1.0]","[0.13131313131313133, 0.4897959183673469, 0.8247422680412371, 0.9583333333333334, 0.9894736842105263]",3.0,5,2.664343033584413,8,8.8,12,95.2343025210084,5.888638655462184,0.1443859649122807,0.1376608187134503,0.06333333333333334,0.07216374269005849,0.14263157894736841,0.13,0.10608187134502924,0.18247457950011545,0.0005206290313645723,0.5,0.012842555840810177
R_8B3zak55aPwmX5t_Q4,"['human', 'gloom-payment-exist']","['model', 'id']",187,33,29,16,5,0.8787878787878788,4.363636363636363,36.6,6.6,6.2,0,0,2,2,0,0,2,0.2058853715658188,0.0630510151386261,"[0.002883785963058466, 0.05279011130332947, 0.04007983207702637, 0.03034830093383789]","[0.8787878787878788, 1.0, 1.0, 1.0, 1.0]","[0.2727272727272727, 0.75, 0.9354838709677419, 1.0, 1.0]",0.6,2,2.0905494505494504,5,4.6,6,111.38027272727275,-0.08981818181818113,0.20277777777777778,0.19722222222222222,0.058333333333333334,0.08333333333333333,0.12222222222222222,0.14444444444444443,0.09166666666666666,0.17825395128001337,0.016488541080885155,0.5,0.003463824590047182
R_8dVYGXDIccl6jkg_Q4,"['human', 'gloom-payment-exist']","['model', 'id']",438,81,62,36,4,0.7654320987654321,4.308641975308642,108.75,20.25,18.0,0,0,0,4,1,0,5,0.21349801960445586,0.013716918450814703,"[0.006456946333249419, 0.0067901647753185745, 0.007328266567654063]","[0.7654320987654321, 0.9875, 1.0, 1.0, 1.0]","[0.16049382716049382, 0.525, 0.8227848101265823, 0.9358974358974359, 0.961038961038961]",2.75,6,3.4327599893385248,12,11.25,18,85.19869505494506,7.027554945054948,0.22468247332377767,0.14008998248128682,0.08206919891702501,0.030100334448160536,0.09133620003185221,0.1110248447204969,0.13848741837872272,0.20730234229046365,0.0012632450036110243,1.0,0.015056167330060655
R_27dw4UbFh02oLUB_Q4,"['human', 'gloom-payment-exist']","['model', 'id']",232,43,33,18,4,0.7674418604651163,4.325581395348837,57.25,10.75,9.75,0,0,0,1,2,0,3,0.20915183327556436,0.0315507550088186,"[0.023127688396544693, 0.006811848708561469, 0.017386595408121736]","[0.7674418604651163, 1.0, 1.0, 1.0, 1.0]","[0.2558139534883721, 0.5952380952380952, 0.8048780487804879, 0.95, 1.0]",1.5,2,2.1842436974789914,6,5.75,7,95.90875,2.8010106382978748,0.2125,0.2708333333333333,0.025,0.0125,0.08055555555555555,0.1,0.09027777777777778,0.17205492569052655,0.009955617661394023,0.5,0.013335307439168276
R_27PrrUR0LzzSU4k_Q4,"['human', 'gloom-payment-exist']","['model', 'id']",234,43,36,17,5,0.8372093023255814,4.348837209302325,45.8,8.6,8.0,0,0,0,3,2,0,5,0.20922463080462286,0.06103497743606569,"[0.04923396309216818, 0.006938904523849487, 0.059017767508824676, 0.006879319747289031]","[0.8372093023255814, 0.9761904761904762, 1.0, 1.0, 1.0]","[0.2558139534883721, 0.7380952380952381, 0.9512195121951219, 1.0, 1.0]",1.2,2,2.085662393162393,5,6.4,9,103.67850000000001,1.1831666666666685,0.1719047619047619,0.14,0.07380952380952381,0.04857142857142857,0.17357142857142857,0.08333333333333333,0.06166666666666667,0.16312598922978278,0.009810022603277013,0.5,0.024940514564514182
R_8VyQYwyI8iMwwKJ_Q4,"['human', 'gloom-payment-exist']","['model', 'id']",292,51,42,22,3,0.8235294117647058,4.647058823529412,96.33333333333333,17.0,15.333333333333334,0,0,0,2,0,0,2,0.2104312088582423,0.13765858339540887,"[0.07277201016743978, 0.06488657322796909]","[0.8235294117647058, 0.98, 1.0, 1.0, 1.0]","[0.1568627450980392, 0.48, 0.7755102040816326, 0.9583333333333334, 1.0]",2.0,3,2.5871822413175796,8,6.0,9,86.70666666666669,5.719999999999999,0.16025641025641027,0.2012820512820513,0.0,0.158974358974359,0.10897435897435898,0.11794871794871796,0.13076923076923078,0.1684843845989393,0.007396866496038157,0.5,0.002133641924176921
R_8IgyrHkEhSlOgd5_Q4,"['human', 'gloom-payment-exist']","['model', 'id']",169,34,29,14,3,0.8529411764705882,3.9411764705882355,55.666666666666664,11.333333333333334,10.666666666666666,0,0,0,1,0,0,1,0.21285665952242339,0.07294189929962158,"[0.069686230023702, 0.0032556692759195816]","[0.8529411764705882, 1.0, 1.0, 1.0, 1.0]","[0.3235294117647059, 0.6666666666666666, 0.84375, 0.9032258064516129, 0.9333333333333333]",1.0,2,2.38141246836899,7,6.666666666666667,9,102.85720720720721,1.9767567567567603,0.2795518207282913,0.09999999999999999,0.07254901960784314,0.0,0.09523809523809523,0.0392156862745098,0.1450980392156863,0.18081141295640366,0.0025459651676759676,1.0,0.005878153301420663
R_8LtUJwc0nMwsLzG_Q4,"['human', 'gloom-payment-exist']","['model', 'id']",497,88,59,34,4,0.6704545454545454,4.545454545454546,123.5,22.0,19.5,0,0,0,7,0,0,7,0.21071821642431984,0.0016657777418680833,"[2.3012832989777188e-05, 0.0014249836532478632, 0.0010506701265644847]","[0.6704545454545454, 0.9655172413793104, 0.9883720930232558, 1.0, 1.0]","[0.13636363636363635, 0.4367816091954023, 0.7674418604651163, 0.9294117647058824, 0.9880952380952381]",3.75,7,3.6069783776094457,14,14.0,21,81.82872448979593,7.932346938775513,0.2323398185467151,0.15866381383622763,0.09904878008326284,0.011904761904761904,0.08670862981207808,0.1434293675672986,0.1260387122456088,0.1841543057690496,0.0068228513638830535,1.0,0.0036731021744864645
R_8U0c5Ms0PJ9VYTm_Q4,"['human', 'gloom-payment-exist']","['model', 'id']",314,61,49,24,3,0.8032786885245902,4.065573770491803,104.0,20.333333333333332,18.666666666666668,5,0,0,1,0,5,1,0.2088075290987457,1.2623644494363928e-05,"[4.733692515968002e-06, 7.889951978395926e-06]","[0.8032786885245902, 0.9666666666666667, 1.0, 1.0, 1.0]","[0.19672131147540983, 0.6166666666666667, 0.8813559322033898, 0.9827586206896551, 1.0]",2.3333333333333335,3,2.945295637634899,6,10.0,12,74.21256410256412,8.290769230769232,0.16771708683473388,0.12850140056022408,0.06547619047619048,0.06722689075630252,0.11659663865546219,0.11659663865546219,0.15703781512605042,0.17017503665841144,0.010644226015031344,0.5,0.003750988415309353
R_2rra18JsIdbb7pI_Q4,"['human', 'gloom-payment-exist']","['model', 'id']",485,86,67,37,4,0.7790697674418605,4.511627906976744,120.5,21.5,20.0,0,0,1,0,0,0,0,0.2238698481797456,0.012951285640398658,"[0.012062669368017281, 0.0067544626811194, 0.0006097964114613053]","[0.7790697674418605, 0.9882352941176471, 1.0, 1.0, 1.0]","[0.10465116279069768, 0.35294117647058826, 0.6071428571428571, 0.7710843373493976, 0.8902439024390244]",2.25,4,3.6940615835777124,10,10.75,18,83.88032894736844,7.4598684210526365,0.2919246646026832,0.17350361197110423,0.03444272445820433,0.047600619195046434,0.04256965944272446,0.1428018575851393,0.18401702786377708,0.18907393061596414,0.01948041214696844,1.0,0.009441494941711426
R_2YKQTEPFuU2GBvV_Q4,"['human', 'gloom-payment-exist']","['model', 'id']",382,74,53,30,4,0.7162162162162162,4.0675675675675675,94.75,18.5,15.25,4,0,0,0,1,4,1,0.20888830067097455,0.016446208396153145,"[0.013078424909658604, 0.008086357095785313, 0.0035045305887858036]","[0.7162162162162162, 0.9726027397260274, 1.0, 1.0, 1.0]","[0.14864864864864866, 0.547945205479452, 0.8472222222222222, 0.971830985915493, 1.0]",3.25,8,2.6818417366946776,9,9.0,15,83.88847560975611,6.651341463414635,0.23311965811965812,0.1297008547008547,0.10256410256410256,0.027777777777777776,0.06645299145299145,0.14444444444444443,0.06623931623931624,0.1710423153379689,0.010482682870573634,0.5,0.0002530336380004994
R_2G1cvocEgxet2xf_Q4,"['human', 'gloom-payment-exist']","['model', 'id']",277,59,42,17,6,0.711864406779661,3.6610169491525424,45.666666666666664,9.833333333333334,9.666666666666666,5,0,0,5,0,5,5,0.20066318660974503,0.16821269512176518,"[0.00035872856775920337, 0.039751370747884124, 0.162519633769989, 0, 0.21790200471878052]","[0.711864406779661, 0.9827586206896551, 1.0, 1.0, 1.0]","[0.1864406779661017, 0.5862068965517241, 0.8947368421052632, 0.9821428571428571, 1.0]",1.3333333333333333,5,2.0873574454219614,8,6.0,12,104.73147435897437,1.3426923076923103,0.08861111111111111,0.20055555555555554,0.0275,0.08972222222222222,0.2697222222222222,0.013333333333333334,0.08249999999999999,0.1776966426683509,0.026932910993032688,0.5,0.009255429108937618
R_2LTbPAQf8NZ0wRb_Q4,"['human', 'gloom-payment-exist']","['model', 'id']",313,61,44,23,3,0.7213114754098361,4.032786885245901,103.66666666666667,20.333333333333332,18.0,5,0,0,0,2,5,2,0.2057403856115379,0.013515091965896925,"[0.0037051840261979607, 0.009809907939698964]","[0.7213114754098361, 0.9833333333333333, 1.0, 1.0, 1.0]","[0.21311475409836064, 0.6166666666666667, 0.8983050847457628, 0.9482758620689655, 0.9824561403508771]",3.6666666666666665,5,2.5365740740740743,9,8.666666666666666,11,91.76362745098042,6.091176470588238,0.13329919781532684,0.19644990612732546,0.037378392217101895,0.07441542925413892,0.14353985321727256,0.10104113329919781,0.03225806451612903,0.21361670286759085,0.016778512989446936,1.0,0.009853577613830544
R_2eaDBbNJB41Q6MF_Q1,"['human', 'petrol-diesel-pump']","['model', 'id']",508,100,72,42,5,0.72,4.02,100.8,20.0,18.6,10,1,1,3,1,11,4,0.2116103199993138,0.014184079774014341,"[0.0028762248429385073, 0.006098142563006559, 0.006120333552876583, 0.013273458589207032]","[0.72, 1.0, 1.0, 1.0, 1.0]","[0.11, 0.43434343434343436, 0.8061224489795918, 0.9381443298969072, 0.9791666666666666]",3.2,5,3.1647873282548207,11,9.4,14,86.211,6.600666666666669,0.1885805860805861,0.1885805860805861,0.07596611721611722,0.022023809523809522,0.19079670329670328,0.10538461538461538,0.06682692307692308,0.16020744261534317,0.004979493616621311,1.0,0.01853037363006954
R_2VPJFAhkG6jzuXy_Q1,"['human', 'petrol-diesel-pump']","['model', 'id']",327,62,54,24,3,0.8709677419354839,4.161290322580645,108.0,20.666666666666668,20.0,0,1,0,6,2,1,8,0.21712700050810108,0.04710648953914642,"[0.044179088238513825, 0.0029274013006325983]","[0.8709677419354839, 1.0, 1.0, 1.0, 1.0]","[0.1774193548387097, 0.5901639344262295, 0.9333333333333333, 1.0, 1.0]",3.0,4,2.7395225972461743,8,9.0,14,92.75956521739131,6.03507246376812,0.2035923141186299,0.15659983291562238,0.011904761904761904,0.05167084377610693,0.20200501253132833,0.09770258980785296,0.11524644945697576,0.17786885603614475,0.006053867400953261,1.0,0.056171027819315544
R_8WxkYgki5yinZhV_Q1,"['human', 'petrol-diesel-pump']","['model', 'id']",387,76,54,32,5,0.7105263157894737,4.0131578947368425,76.4,15.2,14.2,0,0,0,10,0,0,10,0.21023686734899397,0.017152489650817143,"[0.016488453462010333, 0.0018687461103711889, 0.004228905307782166, 0.011718874421470599]","[0.7105263157894737, 0.9466666666666667, 1.0, 1.0, 1.0]","[0.14473684210526316, 0.4266666666666667, 0.7567567567567568, 0.9315068493150684, 0.9722222222222222]",3.4,7,2.714438461832207,8,8.8,11,93.20851219512198,4.332829268292684,0.24110275689223057,0.21363408521303257,0.0,0.06290726817042606,0.13343358395989974,0.05914786967418546,0.10862155388471177,0.18460027031276538,0.007726398917260957,1.0,0.041978754316057465
R_2JzuWAk6bRQPato_Q1,"['human', 'petrol-diesel-pump']","['model', 'id']",256,52,43,23,3,0.8269230769230769,3.8653846153846154,84.66666666666667,17.333333333333332,16.333333333333332,7,0,0,3,0,7,3,0.21476632804267493,0.04595922136203548,"[0.024844193639177253, 0.021115027722858226]","[0.8269230769230769, 1.0, 1.0, 1.0, 1.0]","[0.21153846153846154, 0.5882352941176471, 0.84, 0.9387755102040817, 0.9791666666666666]",2.3333333333333335,3,3.0326984126984127,7,10.0,12,89.69190476190478,5.386428571428574,0.1707116412998766,0.2204168380638969,0.04079254079254079,0.015151515151515152,0.2115041820924174,0.06485671191553545,0.10585492938434116,0.1681866334832233,0.0013325224701009608,1.0,0.06404327125776382
R_2pgeIFWQlDZignv_Q1,"['human', 'petrol-diesel-pump']","['model', 'id']",654,123,81,45,6,0.6585365853658537,4.260162601626016,108.0,20.5,18.166666666666668,4,3,0,2,0,7,2,0.20997079809506733,0.012459900949070325,"[0.0006245684111708116, 0.012212191309247694, 0.009469597112564815, 0.0023926768984113556, 0.0064507186412811335]","[0.6585365853658537, 0.9672131147540983, 0.9917355371900827, 1.0, 1.0]","[0.10569105691056911, 0.45901639344262296, 0.7603305785123967, 0.925, 0.9747899159663865]",3.5,7,3.7646098811929463,16,12.5,24,76.1648717948718,8.01846153846154,0.2074256605820451,0.1358143503767607,0.044277267447999154,0.06215055867136211,0.12013870342421275,0.1274546206755676,0.08295912600073288,0.1526191752889882,0.008258537425114232,0.25,0.02114044825236
R_8JLzPcPzxxmeT2T_Q1,"['human', 'petrol-diesel-pump']","['model', 'id']",449,81,60,33,3,0.7407407407407407,4.493827160493828,149.0,27.0,23.333333333333332,0,0,0,2,2,0,4,0.21064922857013615,0.015469657722471553,"[0.0070554947569256565, 0.008414162965545896]","[0.7407407407407407, 0.975, 1.0, 1.0, 1.0]","[0.14814814814814814, 0.4875, 0.7848101265822784, 0.9487179487179487, 1.0]",3.6666666666666665,6,3.625865800865801,12,11.0,13,76.41507751937986,9.722558139534886,0.3199074074074074,0.08194444444444444,0.09305555555555556,0.0462962962962963,0.044444444444444446,0.12453703703703704,0.13796296296296295,0.19085276126861572,0.006901676474976581,1.0,0.035772843587966174
R_2Ep8Ymfq8uSEw90_Q1,"['human', 'petrol-diesel-pump']","['model', 'id']",254,46,33,21,3,0.717391304347826,4.456521739130435,84.0,15.333333333333334,13.666666666666666,5,0,0,0,0,5,0,0.21284966837792169,0.009165514083135679,"[0.0014391115733555226, 0.007726402509780156]","[0.717391304347826, 0.9777777777777777, 1.0, 1.0, 1.0]","[0.21739130434782608, 0.5555555555555556, 0.8409090909090909, 0.9767441860465116, 1.0]",1.3333333333333333,3,2.641143802434125,6,8.0,8,78.24633333333335,6.486000000000004,0.2851621417797888,0.17138009049773756,0.0,0.020833333333333332,0.1381975867269985,0.1213235294117647,0.08814102564102565,0.1488769961440045,0.0025007968594055185,0.25,0.03422777624357315
R_8XAZuGtUxE4LglP_Q1,"['human', 'petrol-diesel-pump']","['model', 'id']",445,91,64,35,3,0.7032967032967034,3.8351648351648353,147.33333333333334,30.333333333333332,25.0,12,0,0,0,0,12,0,0.2082162444331065,0.03068010757366818,"[0.012109450499216717, 0.018570657074451463]","[0.7032967032967034, 0.9555555555555556, 1.0, 1.0, 1.0]","[0.13186813186813187, 0.4222222222222222, 0.6966292134831461, 0.8409090909090909, 0.9310344827586207]",3.6666666666666665,7,2.799382716049383,7,10.666666666666666,12,78.07852233676978,10.401443298969074,0.24016618842659015,0.12153275944524151,0.06650526064084171,0.030637254901960783,0.12966284074605453,0.08109158297465327,0.1990674318507891,0.1402429134949394,0.01176764474903591,0.2,0.03151362737019853
R_8kQG02fwq7ubaOB_Q1,"['human', 'petrol-diesel-pump']","['model', 'id']",308,68,52,22,5,0.7647058823529411,3.514705882352941,60.8,13.6,13.2,9,0,0,3,0,9,3,0.21209954699396572,0.21322470704714458,"[0.013028307033307651, 0.02794308734662604, 0.1828455924987793, 0.20263242721557617]","[0.7647058823529411, 0.9850746268656716, 1.0, 1.0, 1.0]","[0.17647058823529413, 0.6119402985074627, 0.8939393939393939, 0.9692307692307692, 1.0]",1.6,5,2.0229201832650108,5,7.0,13,106.06975675675677,2.141459459459462,0.11282051282051282,0.10895604395604395,0.053717948717948716,0.11562271062271062,0.21124542124542126,0.07076923076923078,0.13252747252747252,0.17045577971831613,0.00400103962731746,1.0,0.04916974533171875
R_8VyQYwyI8iMwwKJ_Q1,"['human', 'petrol-diesel-pump']","['model', 'id']",377,82,61,26,4,0.7439024390243902,3.597560975609756,93.5,20.5,18.5,4,0,1,5,1,4,6,0.20185852160820594,0.011296880640852842,"[0.0028781340235755626, 0.003972770073713161, 0.01009441686399054]","[0.7439024390243902, 0.9506172839506173, 1.0, 1.0, 1.0]","[0.14634146341463414, 0.6296296296296297, 0.925, 1.0, 1.0]",3.75,7,2.75858206051713,9,10.0,18,95.49389534883723,5.28104651162791,0.19291572398190046,0.10376838235294118,0.06895503393665159,0.07676753393665159,0.1433116515837104,0.110704185520362,0.05424915158371041,0.14521843972413437,0.024483090398837004,0.2,0.011538927611850547
R_2YKQTEPFuU2GBvV_Q1,"['human', 'petrol-diesel-pump']","['model', 'id']",436,82,58,27,5,0.7073170731707317,4.195121951219512,86.4,16.4,14.4,9,0,0,2,0,9,2,0.20859733402219593,0.035351859104065686,"[0.023628050372714093, 0.033548108169010715, 0.007732355026971727, 0.005795204639434837]","[0.7073170731707317, 0.9382716049382716, 1.0, 1.0, 1.0]","[0.13414634146341464, 0.5308641975308642, 0.8625, 0.9620253164556962, 0.9871794871794872]",2.6,5,2.507229365263892,9,7.8,13,90.62051612903227,5.2403440860215085,0.19525829140433604,0.12433550222596876,0.06289349595637628,0.04171122994652406,0.14599720766049368,0.08610415953215142,0.10088248465530412,0.14683079460392828,0.01100546557085702,0.25,0.026590882407294347
R_8mxVCke66o4WOVl_Q1,"['human', 'petrol-diesel-pump']","['model', 'id']",370,76,54,25,5,0.7105263157894737,3.763157894736842,73.2,15.2,13.2,7,0,1,3,0,7,3,0.20529123822848003,0.022580593824386597,"[0.01583405335744223, 0.01125131050745648, 0.011408416997818693, 0.006667406786055791]","[0.7105263157894737, 0.9866666666666667, 1.0, 1.0, 1.0]","[0.14473684210526316, 0.5466666666666666, 0.8513513513513513, 0.958904109589041, 0.9861111111111112]",2.8,6,2.448615763546798,6,7.8,12,101.99411764705883,3.2564705882352953,0.19646352037656384,0.15330732069862504,0.06852471200297287,0.015384615384615385,0.1748110987241422,0.14203517899170073,0.037037037037037035,0.1348676422367925,0.017617657158288835,0.25,0.008869163195292129
R_8zUaSPSsswsQ7fn_Q1,"['human', 'petrol-diesel-pump']","['model', 'id']",329,67,47,33,5,0.7014925373134329,3.8805970149253732,65.6,13.4,12.6,8,0,0,0,0,8,0,0.20719334528301703,0.025924414396286025,"[0.018282930056254088, 0.015388151009877532, 0.00025274356206259063, 0.01792500416437784]","[0.7014925373134329, 0.9545454545454546, 1.0, 1.0, 1.0]","[0.1791044776119403, 0.5454545454545454, 0.8615384615384616, 0.984375, 1.0]",1.8,4,2.339824609677551,6,6.8,8,105.09819178082194,2.2272876712328795,0.222465834818776,0.14610219845513964,0.0657516339869281,0.01,0.12746286393345216,0.12262626262626262,0.06818181818181818,0.16180040525353473,0.013813443049214835,1.0,0.04298348932555224
R_8wT7Ix8TsW7XbEo_Q1,"['human', 'petrol-diesel-pump']","['model', 'id']",285,59,46,19,5,0.7796610169491526,3.76271186440678,56.2,11.8,11.0,6,0,0,1,1,6,2,0.2062102984963802,0.059691091378529876,"[0.008553761243820207, 0.04581696589787801, 0.060509641965230315, 0.00450181365013122]","[0.7796610169491526, 0.9827586206896551, 1.0, 1.0, 1.0]","[0.1694915254237288, 0.5, 0.7543859649122807, 0.875, 0.9272727272727272]",0.6,2,2.4242424242424243,8,6.8,10,102.53230769230771,2.187692307692309,0.2560457516339869,0.07519607843137255,0.08888888888888889,0.02222222222222222,0.1357516339869281,0.1715032679738562,0.1380718954248366,0.1367079434187516,0.015779536622488488,0.2,0.02438282966613764
R_8DSuE0JfUBgPxHX_Q1,"['human', 'petrol-diesel-pump']","['model', 'id']",302,57,46,24,3,0.8070175438596491,4.228070175438597,100.0,19.0,16.666666666666668,0,0,0,1,0,0,1,0.20108915131161179,0.001536089001279911,"[8.68757565816447e-05, 0.0014492132446982664]","[0.8070175438596491, 0.9821428571428571, 1.0, 1.0, 1.0]","[0.17543859649122806, 0.5535714285714286, 0.8545454545454545, 1.0, 1.0]",3.6666666666666665,6,2.8645688294811102,10,8.333333333333334,13,87.61317204301076,6.173225806451615,0.2777313266443701,0.09308807134894091,0.08193979933110368,0.012820512820512822,0.08012820512820513,0.16527313266443702,0.12527870680044592,0.17144656958787338,0.02602183099202532,1.0,0.010640978813171442
R_2mqjhNO26XNoi6R_Q1,"['human', 'petrol-diesel-pump']","['model', 'id']",413,71,50,33,4,0.704225352112676,4.71830985915493,102.25,17.75,15.25,2,0,0,0,0,2,0,0.21705412661487405,0.012301054192986677,"[0.004490260566983928, 0.008710431201117363, 0.0052508895213787266]","[0.704225352112676, 0.9428571428571428, 1.0, 1.0, 1.0]","[0.14084507042253522, 0.44285714285714284, 0.7391304347826086, 0.8676470588235294, 0.9402985074626866]",1.75,3,2.9973703771586835,7,8.5,11,77.49634615384618,7.294487179487181,0.23985042735042733,0.12179487179487179,0.09041132478632478,0.03993055555555555,0.05235042735042735,0.1702724358974359,0.12700320512820512,0.16868992214617523,0.005908119614499219,1.0,0.04576028727349779
R_8mJxG00fCL8kz05_Q1,"['human', 'petrol-diesel-pump']","['model', 'id']",356,67,48,29,4,0.7164179104477612,4.253731343283582,88.25,16.75,15.25,0,0,0,1,1,0,2,0.21321461925952892,0.02251400436673845,"[0.017116379075580168, 0.0026035626729329353, 0.01405106480159457]","[0.7164179104477612, 0.9545454545454546, 1.0, 1.0, 1.0]","[0.1791044776119403, 0.4696969696969697, 0.7076923076923077, 0.859375, 0.9682539682539683]",1.75,3,2.875210599788197,9,8.25,11,97.9167294520548,4.135719178082194,0.28025641025641024,0.17797008547008547,0.0325,0.0225,0.050277777777777775,0.16901709401709403,0.14373931623931624,0.1893572625906571,0.0017708950961910497,1.0,0.035955191226232586
R_2sdMlOguKbuAvfg_Q1,"['human', 'petrol-diesel-pump']","['model', 'id']",553,94,73,47,5,0.776595744680851,4.75531914893617,109.8,18.8,17.4,0,0,0,0,0,0,0,0.2100840632172231,0.023968345468694516,"[0.023518849864150537, 0.004769761905525666, 0.018384525721723388, 0.0012635534459894404]","[0.776595744680851, 1.0, 1.0, 1.0, 1.0]","[0.1276595744680851, 0.44086021505376344, 0.8260869565217391, 0.945054945054945, 0.9777777777777777]",3.0,5,3.2055990079826397,10,8.6,14,74.525,8.330000000000002,0.308015984015984,0.11966233766233766,0.09094305694305695,0.08382417582417583,0.01,0.09352247752247753,0.1395144855144855,0.18933422409969827,0.008032007180802714,1.0,0.051301058417274836
R_2sKl3oqSfQrqNI5_Q1,"['human', 'petrol-diesel-pump']","['model', 'id']",533,91,59,38,4,0.6483516483516484,4.714285714285714,132.25,22.75,19.5,0,0,0,0,2,0,2,0.2146792924760246,0.012996225532211653,"[0.0015659772214435264, 0.00779566413912422, 0.010132696937749736]","[0.6483516483516484, 0.9555555555555556, 0.9887640449438202, 1.0, 1.0]","[0.13186813186813187, 0.4666666666666667, 0.7528089887640449, 0.9204545454545454, 0.9885057471264368]",3.5,5,3.1517857142857144,10,9.75,16,72.22553571428575,9.706547619047619,0.19984848484848483,0.13494949494949496,0.12696969696969695,0.022727272727272728,0.04424242424242424,0.1353030303030303,0.12292929292929293,0.17031828994336334,0.0011584513368003146,1.0,0.049437157313028945
R_8o6ejl1aVHjSI9z_Q1,"['human', 'petrol-diesel-pump']","['model', 'id']",560,117,71,38,6,0.6068376068376068,3.7264957264957266,92.5,19.5,17.5,19,0,0,3,0,19,3,0.20868231383699443,0.011801723305453139,"[0.0035978636098286665, 0.0039969458466484475, 0.007881538073221839, 0.0023214995861053356, 0.011706461147828556]","[0.6068376068376068, 0.9310344827586207, 0.9826086956521739, 1.0, 1.0]","[0.10256410256410256, 0.39655172413793105, 0.7130434782608696, 0.8947368421052632, 0.9646017699115044]",2.5,6,2.9224400979575327,9,8.0,13,88.22996666666668,6.128600000000002,0.21554556554556556,0.12136197136197135,0.1472194472194472,0.022005772005772004,0.1916097791097791,0.07208347208347209,0.11144133644133644,0.16776018298190573,0.010835505941260037,1.0,0.03526778943610909
R_2LTbPAQf8NZ0wRb_Q1,"['human', 'petrol-diesel-pump']","['model', 'id']",414,88,61,28,5,0.6931818181818182,3.659090909090909,82.0,17.6,15.8,0,0,0,13,0,0,13,0.20498664432732516,0.02052627272076077,"[0.011848925219641787, 0.015287722481621635, 0.0033248914612664104, 0.010591006278991705]","[0.6931818181818182, 0.9770114942528736, 1.0, 1.0, 1.0]","[0.13636363636363635, 0.5517241379310345, 0.8604651162790697, 0.9764705882352941, 1.0]",3.8,10,2.605152342495297,7,9.6,14,96.85300000000002,4.420723404255323,0.11231438812083973,0.19780337941628265,0.0718484383000512,0.04401433691756272,0.16061443932411673,0.032903225806451615,0.05222222222222222,0.15192100535268369,0.018226844960598565,0.2,0.018050026893615678
R_2XcT1LBVLYHa6hX_Q1,"['human', 'petrol-diesel-pump']","['model', 'id']",559,98,71,36,4,0.7244897959183674,4.540816326530612,139.0,24.5,23.25,0,0,1,11,0,0,11,0.21196304654318188,0.003024212740085741,"[0.0011064256682540297, 0.0012911911452170022, 0.0021387022966575797]","[0.7244897959183674, 0.9690721649484536, 1.0, 1.0, 1.0]","[0.14285714285714285, 0.5154639175257731, 0.8333333333333334, 0.9473684210526315, 0.9893617021276596]",3.5,6,2.779546378457182,9,10.5,15,77.36163461538463,9.735448717948717,0.16035817736185384,0.1295538101604278,0.09235739750445633,0.007575757575757576,0.12289717023172905,0.07605002228163993,0.11371991978609626,0.17632740476857062,0.004274040528885137,1.0,0.04684511735325764
R_2BoHBhJy5N6y8ZX_Q1,"['human', 'petrol-diesel-pump']","['model', 'id']",385,77,55,21,6,0.7142857142857143,3.896103896103896,63.333333333333336,12.833333333333334,12.0,3,5,1,3,0,8,3,0.20302943672452653,0.1639473589261373,"[0.01061299443244934, 0.0003033308755783781, 0.0024090758391789036, 0.1995859920978546, 0.196957004070282]","[0.7142857142857143, 0.9342105263157895, 0.9866666666666667, 1.0, 1.0]","[0.15584415584415584, 0.5, 0.8, 0.9594594594594594, 0.9863013698630136]",3.1666666666666665,6,2.345654844429354,5,7.166666666666667,9,97.79336206896552,3.2213218390804634,0.16811178587494377,0.2174126555705503,0.009259259259259259,0.0550682261208577,0.21385140200929675,0.07432148747938222,0.04675925925925926,0.14857728066651718,0.02214126016619583,0.2,0.014126888910929336
