result_id,group_id,group_by,metric_length_in_chars,metric_length_in_words,metric_length_in_unique_words,metric_length_in_concepts,metric_length_in_sentences,metric_avg_word_length_in_chars,metric_avg_sentence_length_in_chars,metric_avg_sentence_length_in_words,metric_avg_sentence_length_in_unique_words,metric_dsi,metric_surprise,metric_n_gram_diversity,metric_pos_diversity,metric_avg_dependency_num_clauses,metric_max_dependency_num_clauses,metric_avg_dependency_path_length,metric_max_dependency_path_length,metric_inv_homogen,metric_novelty,metric_theme_uniqueness
R_2sdMlOguKbuAvfg_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",426,84,59,26,3,4.023809523809524,141.33333333333334,28.0,22.666666666666668,0.2133024652187641,0.016454553419205348,"[0.7023809523809523, 0.963855421686747, 1.0, 1.0, 1.0]","[0.15476190476190477, 0.4578313253012048, 0.7560975609756098, 0.8518518518518519, 0.8875]",4.333333333333333,7,3.9008897508292493,11,0.1810673647456699,0.0001954420893425235,1.0
R_2mqjhNO26XNoi6R_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",552,104,72,34,5,4.173076923076923,109.6,20.8,18.4,0.21001356638264104,0.02740463188716341,"[0.6923076923076923, 0.9805825242718447, 1.0, 1.0, 1.0]","[0.125, 0.4854368932038835, 0.7745098039215687, 0.9306930693069307, 1.0]",4.6,10,2.6834370920997324,9,0.18085343837738038,0.006382355582903565,0.3333333333333333
R_2JzuWAk6bRQPato_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",215,41,31,20,2,4.195121951219512,107.0,20.5,18.5,0.2125089843022196,0.0023330292858920187,"[0.7560975609756098, 1.0, 1.0, 1.0, 1.0]","[0.24390243902439024, 0.55, 0.8461538461538461, 0.9210526315789473, 0.9459459459459459]",3.5,4,2.968922305764411,8,0.19221982028749254,0.001391519743746461,0.5
R_8mJxG00fCL8kz05_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",239,44,39,21,6,4.2727272727272725,39.166666666666664,7.333333333333333,7.333333333333333,0.20996220878192356,0.04145953257878622,"[0.8863636363636364, 1.0, 1.0, 1.0, 1.0]","[0.25, 0.7906976744186046, 0.9761904761904762, 1.0, 1.0]",0.8333333333333334,2,2.0253071683218744,5,0.17311032348208957,0.00648507078433852,1.0
R_2BoHBhJy5N6y8ZX_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",267,54,40,22,4,3.8333333333333335,66.0,13.5,12.5,0.21266702165851345,0.043322367138332776,"[0.7407407407407407, 0.9622641509433962, 1.0, 1.0, 1.0]","[0.2037037037037037, 0.7169811320754716, 0.9807692307692307, 1.0, 1.0]",2.75,6,2.469628702544848,7,0.1739460653728909,0.0010754450311587505,1.0
R_8o6ejl1aVHjSI9z_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",355,74,53,26,3,3.7567567567567566,117.33333333333333,24.666666666666668,21.0,0.20547707887796254,0.014374628521147237,"[0.7162162162162162, 0.9726027397260274, 1.0, 1.0, 1.0]","[0.14864864864864866, 0.5205479452054794, 0.7777777777777778, 0.8873239436619719, 0.9571428571428572]",3.3333333333333335,7,2.679485158917783,7,0.1846809466679891,0.015455330592260563,1.0
R_2sKl3oqSfQrqNI5_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",422,74,55,33,4,4.608108108108108,104.5,18.5,16.25,0.21149049101002287,0.01188213600454104,"[0.7432432432432432, 0.9726027397260274, 1.0, 1.0, 1.0]","[0.16216216216216217, 0.5068493150684932, 0.7777777777777778, 0.9154929577464789, 0.9857142857142858]",3.0,6,2.6191033066033067,7,0.17977314127816094,0.003428506328139902,1.0
R_8v92A9H3hnaw1QI_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",393,79,54,29,3,3.9367088607594938,131.0,26.333333333333332,23.0,0.20023562667405076,0.005891339486004399,"[0.6835443037974683, 0.9615384615384616, 1.0, 1.0, 1.0]","[0.17721518987341772, 0.6282051282051282, 0.8701298701298701, 0.9605263157894737, 0.9866666666666667]",5.333333333333333,8,3.3043197936814956,10,0.16713433927959867,0.02593823500008413,1.0
R_2LTbPAQf8NZ0wRb_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",313,61,44,23,3,4.032786885245901,103.66666666666667,20.333333333333332,18.0,0.2057403856115379,0.013515091965896925,"[0.7213114754098361, 0.9833333333333333, 1.0, 1.0, 1.0]","[0.21311475409836064, 0.6166666666666667, 0.8983050847457628, 0.9482758620689655, 0.9824561403508771]",3.6666666666666665,5,2.5365740740740743,9,0.2055402159690857,0.014928717125109847,0.5
R_8K7NzHgqM00gKVF_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",280,58,41,18,4,3.7586206896551726,69.0,14.5,13.75,0.20370557767892974,0.01917991770638361,"[0.7068965517241379, 1.0, 1.0, 1.0, 1.0]","[0.1896551724137931, 0.5087719298245614, 0.7857142857142857, 0.9818181818181818, 1.0]",3.25,5,2.9208741406912138,7,0.19057686461342704,0.01899833299032616,1.0
R_2pgeIFWQlDZignv_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",400,86,57,28,6,3.5348837209302326,65.83333333333333,14.333333333333334,13.333333333333334,0.20482435302128868,0.18619647312645965,"[0.6627906976744186, 0.9647058823529412, 1.0, 1.0, 1.0]","[0.12790697674418605, 0.4588235294117647, 0.7380952380952381, 0.891566265060241, 0.975609756097561]",3.8333333333333335,7,2.344382509599901,8,0.1660466816690233,0.01676078230560829,1.0
R_8d77LowRrq3xFfJ_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",336,62,47,19,3,4.306451612903226,111.0,20.666666666666668,20.0,0.21000076176827415,0.01106002430121103,"[0.7580645161290323, 0.9672131147540983, 1.0, 1.0, 1.0]","[0.16129032258064516, 0.5245901639344263, 0.8333333333333334, 0.9491525423728814, 1.0]",1.6666666666666667,2,2.5501806684733515,7,0.177482979827457,0.006407964811637357,1.0
R_8fKaPcuSHw79GVj_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",291,57,45,26,3,3.9649122807017543,96.0,19.0,16.666666666666668,0.20912666815977832,0.01710207495854532,"[0.7894736842105263, 1.0, 1.0, 1.0, 1.0]","[0.21052631578947367, 0.6964285714285714, 0.9090909090909091, 0.9814814814814815, 1.0]",4.666666666666667,5,2.8023702407264053,7,0.17790030108557808,0.008156152028629016,0.5
R_27PrrUR0LzzSU4k_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",234,43,36,17,5,4.348837209302325,45.8,8.6,8.0,0.20922463080462286,0.06103497743606569,"[0.8372093023255814, 0.9761904761904762, 1.0, 1.0, 1.0]","[0.2558139534883721, 0.7380952380952381, 0.9512195121951219, 1.0, 1.0]",1.2,2,2.085662393162393,5,0.1636521750026279,0.007960226738939924,0.3333333333333333
R_8FjH6e5PsshRtjr_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",282,51,41,22,4,4.431372549019608,69.75,12.75,12.5,0.20395953882308232,0.021905929070931897,"[0.803921568627451, 0.98, 1.0, 1.0, 1.0]","[0.19607843137254902, 0.58, 0.8367346938775511, 0.8958333333333334, 0.9574468085106383]",2.25,4,2.504045776205219,6,0.1783505015903049,0.01849041070202101,0.5
R_2joIDdCu9ghOfCw_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",491,96,72,38,4,4.020833333333333,122.0,24.0,21.75,0.20697156582584084,0.017788328084291184,"[0.75, 0.9894736842105263, 1.0, 1.0, 1.0]","[0.11458333333333333, 0.42105263157894735, 0.7978723404255319, 0.9354838709677419, 0.967391304347826]",4.25,12,2.9707315086347346,8,0.18385762108696832,0.012466356696503977,1.0
R_2rra18JsIdbb7pI_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",485,86,67,37,4,4.511627906976744,120.5,21.5,20.0,0.2238698481797456,0.012951285640398658,"[0.7790697674418605, 0.9882352941176471, 1.0, 1.0, 1.0]","[0.10465116279069768, 0.35294117647058826, 0.6071428571428571, 0.7710843373493976, 0.8902439024390244]",2.25,4,3.6940615835777124,10,0.187582176261478,0.02133020801130553,1.0
R_2eaDBbNJB41Q6MF_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",319,62,47,18,3,4.112903225806452,105.66666666666667,20.666666666666668,20.0,0.20553427389244627,0.009822750091552757,"[0.7580645161290323, 0.9672131147540983, 1.0, 1.0, 1.0]","[0.1774193548387097, 0.5573770491803278, 0.9333333333333333, 1.0, 1.0]",3.0,5,3.175744179192455,8,0.1798536843723721,0.015340940563293104,0.3333333333333333
R_8dFIkEkt84RkgQj_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",245,47,39,21,3,4.148936170212766,81.0,15.666666666666666,14.666666666666666,0.20617700502986,0.01972389850351547,"[0.8297872340425532, 1.0, 1.0, 1.0, 1.0]","[0.2127659574468085, 0.5869565217391305, 0.8666666666666667, 1.0, 1.0]",0.3333333333333333,1,2.956782106782107,9,0.18593210644192165,0.01405547828846565,1.0
R_27E8zaS1IXk1NPZ_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",453,81,66,38,6,4.469135802469136,74.66666666666667,13.5,13.0,0.2085250709338344,0.10249922047313463,"[0.8148148148148148, 0.9875, 1.0, 1.0, 1.0]","[0.16049382716049382, 0.6, 0.9113924050632911, 0.9743589743589743, 1.0]",2.1666666666666665,6,2.478141927925556,9,0.1620681405067444,0.00935934648051684,1.0
R_2zUqf0C1wjV8ASQ_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",372,79,52,20,10,3.632911392405063,36.3,7.9,7.6,0.20501101989495127,0.14661813665319373,"[0.6582278481012658, 0.9615384615384616, 1.0, 1.0, 1.0]","[0.12658227848101267, 0.5, 0.7662337662337663, 0.9342105263157895, 0.9733333333333334]",0.5,2,2.1441471789080486,8,0.1852985143661499,0.016387448558283113,1.0
R_8IgyrHkEhSlOgd5_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",169,34,29,14,3,3.9411764705882355,55.666666666666664,11.333333333333334,10.666666666666666,0.21285665952242339,0.07294189929962158,"[0.8529411764705882, 1.0, 1.0, 1.0, 1.0]","[0.3235294117647059, 0.6666666666666666, 0.84375, 0.9032258064516129, 0.9333333333333333]",1.0,2,2.38141246836899,7,0.18093470599916245,0.0006961693033388783,1.0
R_2w7dPn1UdhDtQFs_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",47,9,9,4,1,4.222222222222222,46.0,9.0,9.0,0.21220139662424725,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.7777777777777778, 1.0, 1.0, 1.0, 1.0]",2.0,2,2.2857142857142856,5,0.15839018291897244,0.002006695099691147,0.3333333333333333
R_8IgTefujpZYzrxD_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",507,97,58,39,5,4.123711340206185,100.6,19.4,15.8,0.21022238776429622,0.011221855616831505,"[0.5979381443298969, 0.9270833333333334, 0.968421052631579, 0.9893617021276596, 1.0]","[0.1134020618556701, 0.4375, 0.7578947368421053, 0.925531914893617, 0.978494623655914]",2.6,7,2.844677815894797,8,0.19037093453937107,0.00596471281959321,1.0
R_2Ep8Ymfq8uSEw90_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",225,41,36,19,3,4.365853658536586,74.33333333333333,13.666666666666666,13.0,0.20635990127485399,0.03091711184335133,"[0.8780487804878049, 0.975, 1.0, 1.0, 1.0]","[0.21951219512195122, 0.65, 0.8717948717948718, 0.9736842105263158, 1.0]",2.3333333333333335,3,2.385828578923208,7,0.18562349610858495,0.01368968579847768,1.0
R_8B3zak55aPwmX5t_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",187,33,29,16,5,4.363636363636363,36.6,6.6,6.2,0.2058853715658188,0.0630510151386261,"[0.8787878787878788, 1.0, 1.0, 1.0, 1.0]","[0.2727272727272727, 0.75, 0.9354838709677419, 1.0, 1.0]",0.6,2,2.0905494505494504,5,0.1821143176820543,0.014638745216548066,1.0
R_2q0iH8KvyiaD0id_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",347,70,55,26,2,3.914285714285714,173.0,35.0,32.0,0.208188182757451,0.02110820899516236,"[0.7857142857142857, 0.9855072463768116, 1.0, 1.0, 1.0]","[0.18571428571428572, 0.6086956521739131, 0.8823529411764706, 0.9552238805970149, 0.9696969696969697]",7.0,8,4.591125467528052,15,0.1692759460873074,0.01003312283328367,1.0
R_8WxkYgki5yinZhV_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",198,40,31,14,2,3.875,98.0,20.0,17.5,0.20048287347122862,0.05063940647876625,"[0.775, 0.9743589743589743, 1.0, 1.0, 1.0]","[0.225, 0.6153846153846154, 0.868421052631579, 0.9459459459459459, 0.9722222222222222]",4.5,8,2.7720864661654137,7,0.17476778030395507,0.025443741405728415,0.5
R_2bxsVUkaSaFXjdD_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",310,62,46,25,3,3.903225806451613,102.66666666666667,20.666666666666668,19.0,0.2097741186618805,0.0066044065687391185,"[0.7419354838709677, 0.9344262295081968, 0.9666666666666667, 0.9830508474576272, 1.0]","[0.16129032258064516, 0.5573770491803278, 0.85, 0.9322033898305084, 0.9655172413793104]",1.3333333333333333,2,3.0992202729044833,8,0.1818526718351576,0.006861251024424642,1.0
R_2VPJFAhkG6jzuXy_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",306,60,45,25,4,3.9833333333333334,75.5,15.0,13.25,0.2117160572608312,0.013252004366072379,"[0.75, 0.9830508474576272, 1.0, 1.0, 1.0]","[0.2, 0.6779661016949152, 0.9310344827586207, 0.9824561403508771, 1.0]",2.5,3,2.476885976885977,6,0.15965997907850477,0.002977373826523244,0.5
R_8VyQYwyI8iMwwKJ_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",292,51,42,22,3,4.647058823529412,96.33333333333333,17.0,15.333333333333334,0.2104312088582423,0.13765858339540887,"[0.8235294117647058, 0.98, 1.0, 1.0, 1.0]","[0.1568627450980392, 0.48, 0.7755102040816326, 0.9583333333333334, 1.0]",2.0,3,2.5871822413175796,8,0.16971443759070504,0.005547070631701068,0.5
R_2YKQTEPFuU2GBvV_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",382,74,53,30,4,4.0675675675675675,94.75,18.5,15.25,0.20888830067097455,0.016446208396153145,"[0.7162162162162162, 0.9726027397260274, 1.0, 1.0, 1.0]","[0.14864864864864866, 0.547945205479452, 0.8472222222222222, 0.971830985915493, 1.0]",3.25,8,2.6818417366946776,9,0.16600592268837822,0.008632887006236545,0.5
R_2zUqf0C1wjV8ASQ_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",500,106,71,33,6,3.660377358490566,82.5,17.666666666666668,16.0,0.2105713700028983,0.015502319317015368,"[0.6698113207547169, 0.9523809523809523, 0.9807692307692307, 0.9902912621359223, 1.0]","[0.11320754716981132, 0.4666666666666667, 0.7307692307692307, 0.9029126213592233, 0.9705882352941176]",2.8333333333333335,4,2.62844306136173,6,0.15731466346316866,0.00882279475943526,1.0
R_2Ep8Ymfq8uSEw90_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",254,46,33,21,3,4.456521739130435,84.0,15.333333333333334,13.666666666666666,0.21284966837792169,0.009165514083135679,"[0.717391304347826, 0.9777777777777777, 1.0, 1.0, 1.0]","[0.21739130434782608, 0.5555555555555556, 0.8409090909090909, 0.9767441860465116, 1.0]",1.3333333333333333,3,2.641143802434125,6,0.1490814871258206,0.004266198009388489,0.5
R_2sKl3oqSfQrqNI5_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",533,91,59,38,4,4.714285714285714,132.25,22.75,19.5,0.2146792924760246,0.012996225532211653,"[0.6483516483516484, 0.9555555555555556, 0.9887640449438202, 1.0, 1.0]","[0.13186813186813187, 0.4666666666666667, 0.7528089887640449, 0.9204545454545454, 0.9885057471264368]",3.5,5,3.1517857142857144,10,0.17040846347808838,0.0006069498131826556,1.0
R_2LTbPAQf8NZ0wRb_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",414,88,61,28,5,3.659090909090909,82.0,17.6,15.8,0.20498664432732516,0.02052627272076077,"[0.6931818181818182, 0.9770114942528736, 1.0, 1.0, 1.0]","[0.13636363636363635, 0.5517241379310345, 0.8604651162790697, 0.9764705882352941, 1.0]",3.8,10,2.605152342495297,7,0.14918420447243586,0.019992246110581535,0.3333333333333333
R_2cHcLwZLH3kFnm9_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",437,91,63,34,6,3.7252747252747254,72.0,15.166666666666666,14.333333333333334,0.20726680404999676,0.009990453909313869,"[0.6923076923076923, 0.9777777777777777, 1.0, 1.0, 1.0]","[0.13186813186813187, 0.4777777777777778, 0.8202247191011236, 0.9545454545454546, 1.0]",2.1666666666666665,4,2.3410044207741576,6,0.1645024167166816,0.015431926665238349,0.5
R_25FmW7vrOnS60wE_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",253,44,33,18,6,4.4772727272727275,41.166666666666664,7.333333333333333,7.333333333333333,0.2125100154502719,0.060793166160583494,"[0.75, 0.9302325581395349, 0.9761904761904762, 1.0, 1.0]","[0.25, 0.6744186046511628, 0.8809523809523809, 0.9512195121951219, 1.0]",1.6666666666666667,3,1.9439997263273125,4,0.19461623695161606,0.004945503864688061,1.0
R_2iUnWVtJB7cvKHj_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",468,92,66,35,7,3.9782608695652173,66.0,13.142857142857142,12.285714285714286,0.20796037922386362,0.03292200328811766,"[0.717391304347826, 0.989010989010989, 1.0, 1.0, 1.0]","[0.14130434782608695, 0.5274725274725275, 0.9, 0.9887640449438202, 1.0]",1.8571428571428572,5,2.308292522578237,7,0.15054831239912245,0.014044776317504615,0.5
R_2G1cvocEgxet2xf_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",557,118,70,34,6,3.652542372881356,92.5,19.666666666666668,17.0,0.2016084998474189,0.03052567349539862,"[0.5932203389830508, 0.9658119658119658, 1.0, 1.0, 1.0]","[0.1016949152542373, 0.46153846153846156, 0.7758620689655172, 0.9565217391304348, 1.0]",4.333333333333333,7,2.9640283081772445,10,0.16469054619471232,0.02674853507039404,1.0
R_2PoZkpFOhTZwzbR_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",234,50,38,19,5,3.6,45.8,10.0,9.8,0.21014005886880974,0.05433510442574818,"[0.76, 0.9591836734693877, 1.0, 1.0, 1.0]","[0.24, 0.673469387755102, 0.875, 0.9574468085106383, 1.0]",1.4,4,2.203030303030303,6,0.16149866580963135,0.009685417027612386,0.5
R_27dw4UbFh02oLUB_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",315,55,38,16,5,4.618181818181818,62.2,11.0,10.4,0.20675824532906215,0.0490715367453439,"[0.6909090909090909, 0.8888888888888888, 0.9811320754716981, 1.0, 1.0]","[0.2, 0.5925925925925926, 0.8679245283018868, 0.9615384615384616, 0.9803921568627451]",2.2,6,2.165988455988456,6,0.15672014951705932,0.01644904410710757,0.5
R_8U0c5Ms0PJ9VYTm_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",416,84,58,33,7,3.857142857142857,58.42857142857143,12.0,11.0,0.2106029031177362,0.14265985531466346,"[0.6904761904761905, 0.9518072289156626, 0.9878048780487805, 1.0, 1.0]","[0.15476190476190477, 0.4819277108433735, 0.8170731707317073, 0.9506172839506173, 0.975]",1.8571428571428572,4,2.5967237242041272,7,0.17214225398169625,0.00875972852975948,1.0
R_2JzuWAk6bRQPato_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",256,52,43,23,3,3.8653846153846154,84.66666666666667,17.333333333333332,16.333333333333332,0.21476632804267493,0.04595922136203548,"[0.8269230769230769, 1.0, 1.0, 1.0, 1.0]","[0.21153846153846154, 0.5882352941176471, 0.84, 0.9387755102040817, 0.9791666666666666]",2.3333333333333335,3,3.0326984126984127,7,0.16605286730660332,0.00043287867988200945,0.5
R_27PrrUR0LzzSU4k_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",263,50,38,19,4,4.18,64.75,12.5,11.25,0.20768771673503675,0.02727912267049154,"[0.76, 1.0, 1.0, 1.0, 1.0]","[0.2, 0.5306122448979592, 0.75, 0.8936170212765957, 0.9565217391304348]",2.25,4,2.347724035224035,6,0.15881754292382133,0.014590101295158364,0.3333333333333333
R_87z2b4sr7in6R21_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",552,103,70,35,5,4.271844660194175,109.6,20.6,17.8,0.21202621510048875,0.017889146057386243,"[0.6796116504854369, 0.9901960784313726, 1.0, 1.0, 1.0]","[0.10679611650485436, 0.46078431372549017, 0.8217821782178217, 0.98, 1.0]",3.2,6,2.8955365371955235,8,0.15739788479275174,0.005913104564254368,1.0
R_8DSuE0JfUBgPxHX_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",302,57,46,24,3,4.228070175438597,100.0,19.0,16.666666666666668,0.20108915131161179,0.001536089001279911,"[0.8070175438596491, 0.9821428571428571, 1.0, 1.0, 1.0]","[0.17543859649122806, 0.5535714285714286, 0.8545454545454545, 1.0, 1.0]",3.6666666666666665,6,2.8645688294811102,10,0.17346394856770833,0.02778723214200829,1.0
R_8fKaPcuSHw79GVj_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",812,175,101,53,7,3.565714285714286,115.0,25.0,21.428571428571427,0.20612232332997812,0.019147449921047877,"[0.5771428571428572, 0.9540229885057471, 0.9942196531791907, 1.0, 1.0]","[0.06285714285714286, 0.2988505747126437, 0.6127167630057804, 0.8662790697674418, 0.9473684210526315]",5.0,10,2.9547827386879764,9,0.15240490171644422,0.017720888105275612,1.0
R_8XAZuGtUxE4LglP_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",445,91,64,35,3,3.8351648351648353,147.33333333333334,30.333333333333332,25.0,0.2082162444331065,0.03068010757366818,"[0.7032967032967034, 0.9555555555555556, 1.0, 1.0, 1.0]","[0.13186813186813187, 0.4222222222222222, 0.6966292134831461, 0.8409090909090909, 0.9310344827586207]",3.6666666666666665,7,2.799382716049383,7,0.1363157934612698,0.01353304589901888,0.2
R_8B3zak55aPwmX5t_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",778,147,89,42,12,4.129251700680272,63.916666666666664,12.25,11.416666666666666,0.20634083382343996,0.015870527478007542,"[0.6054421768707483, 0.9315068493150684, 0.9793103448275862, 1.0, 1.0]","[0.08843537414965986, 0.4383561643835616, 0.7517241379310344, 0.8888888888888888, 0.958041958041958]",3.5,9,2.559153737984727,9,0.14184281163745457,0.017283867118351948,0.5
R_8FjH6e5PsshRtjr_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",343,73,54,24,7,3.6164383561643834,48.285714285714285,10.428571428571429,9.714285714285714,0.20544350708740344,0.27672624581705324,"[0.7397260273972602, 0.9861111111111112, 1.0, 1.0, 1.0]","[0.1780821917808219, 0.5416666666666666, 0.8309859154929577, 0.9428571428571428, 1.0]",1.2857142857142858,6,2.2204408686551544,7,0.15330692794587877,0.019078520590424974,0.5
R_2q0iH8KvyiaD0id_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",532,101,66,36,3,4.237623762376238,176.66666666666666,33.666666666666664,28.0,0.20751782040747385,0.006627317269643135,"[0.6534653465346535, 0.94, 0.9696969696969697, 0.9897959183673469, 1.0]","[0.12871287128712872, 0.52, 0.8383838383838383, 0.9591836734693877, 0.9896907216494846]",6.666666666666667,8,3.1885353535353533,9,0.14902015262179905,0.014929893950284157,1.0
R_2pgeIFWQlDZignv_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",654,123,81,45,6,4.260162601626016,108.0,20.5,18.166666666666668,0.20997079809506733,0.012459900949070325,"[0.6585365853658537, 0.9672131147540983, 0.9917355371900827, 1.0, 1.0]","[0.10569105691056911, 0.45901639344262296, 0.7603305785123967, 0.925, 0.9747899159663865]",3.5,7,3.7646098811929463,16,0.15358303520414565,0.010023938575097202,0.3333333333333333
R_2sdMlOguKbuAvfg_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",553,94,73,47,5,4.75531914893617,109.8,18.8,17.4,0.2100840632172231,0.023968345468694516,"[0.776595744680851, 1.0, 1.0, 1.0, 1.0]","[0.1276595744680851, 0.44086021505376344, 0.8260869565217391, 0.945054945054945, 0.9777777777777777]",3.0,5,3.2055990079826397,10,0.190213848484887,0.009797408330785684,1.0
R_2joIDdCu9ghOfCw_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",494,90,66,40,7,4.366666666666666,69.57142857142857,12.857142857142858,12.285714285714286,0.20448340628391656,0.026833083878749282,"[0.7333333333333333, 0.9775280898876404, 1.0, 1.0, 1.0]","[0.14444444444444443, 0.5056179775280899, 0.8181818181818182, 0.9425287356321839, 0.9651162790697675]",1.8571428571428572,2,2.392433628969983,7,0.1367744247118632,0.020998722197398734,0.2
R_2bxsVUkaSaFXjdD_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",563,96,69,43,5,4.760416666666667,111.8,19.2,17.0,0.21204910081618383,0.020563782495681707,"[0.71875, 0.9894736842105263, 1.0, 1.0, 1.0]","[0.11458333333333333, 0.3684210526315789, 0.6702127659574468, 0.8602150537634409, 0.9891304347826086]",3.6,5,2.7409219224768004,6,0.1509312523735894,0.005867333132864194,0.5
R_8kQG02fwq7ubaOB_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",308,68,52,22,5,3.514705882352941,60.8,13.6,13.2,0.21209954699396572,0.21322470704714458,"[0.7647058823529411, 0.9850746268656716, 1.0, 1.0, 1.0]","[0.17647058823529413, 0.6119402985074627, 0.8939393939393939, 0.9692307692307692, 1.0]",1.6,5,2.0229201832650108,5,0.16994811958736844,0.00576644077730043,1.0
R_8wT7Ix8TsW7XbEo_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",285,59,46,19,5,3.76271186440678,56.2,11.8,11.0,0.2062102984963802,0.059691091378529876,"[0.7796610169491526, 0.9827586206896551, 1.0, 1.0, 1.0]","[0.1694915254237288, 0.5, 0.7543859649122807, 0.875, 0.9272727272727272]",0.6,2,2.4242424242424243,8,0.13477056821187336,0.01754493777247146,0.2
R_2So8IZ3DwEtmV0v_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",833,159,107,55,9,4.132075471698113,91.66666666666667,17.666666666666668,15.88888888888889,0.21528527014183277,0.12036650129872509,"[0.6729559748427673, 0.9810126582278481, 1.0, 1.0, 1.0]","[0.07547169811320754, 0.379746835443038, 0.7452229299363057, 0.9358974358974359, 0.9806451612903225]",2.4444444444444446,6,2.5152161289776833,9,0.1666318933169047,0.0006050055184336767,0.5
R_8LtUJwc0nMwsLzG_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",473,85,63,38,5,4.3882352941176475,93.8,17.0,16.2,0.21173907733743594,0.027424029870466757,"[0.7411764705882353, 1.0, 1.0, 1.0, 1.0]","[0.1411764705882353, 0.5476190476190477, 0.891566265060241, 0.9634146341463414, 1.0]",3.4,7,2.565969290427495,7,0.1663059499528673,0.006487380090359984,1.0
R_8WxkYgki5yinZhV_Q1,"['human', 'petrol-diesel-pump']","['sentience', 'id']",387,76,54,32,5,4.0131578947368425,76.4,15.2,14.2,0.21023686734899397,0.017152489650817143,"[0.7105263157894737, 0.9466666666666667, 1.0, 1.0, 1.0]","[0.14473684210526316, 0.4266666666666667, 0.7567567567567568, 0.9315068493150684, 0.9722222222222222]",3.4,7,2.714438461832207,8,0.18324578205744427,0.009491800067243927,0.5
