result_id,group_id,group_by,model,metric_length_in_chars,metric_length_in_words,metric_length_in_unique_words,metric_length_in_concepts,metric_length_in_sentences,metric_type_token_ratio,metric_avg_word_length_in_chars,metric_avg_sentence_length_in_chars,metric_avg_sentence_length_in_words,metric_avg_sentence_length_in_unique_words,metric_length_in_first_person_singular,metric_length_in_first_person_plural,metric_length_in_second_person,metric_length_in_third_person_singular,metric_length_in_third_person_plural,metric_length_in_first_person,metric_length_in_third_person,metric_dsi,metric_surprise,metric_raw_surprises,metric_n_gram_diversity,metric_pos_diversity,metric_avg_dep_num_clauses,metric_max_dep_num_clauses,metric_avg_dep_path_length,metric_max_dep_path_length,metric_avg_constituency_tree_depth,metric_max_constituency_tree_depth,metric_readability_flesch_ease,metric_readability_flesch_kincaid,metric_avg_pos_noun_ratio,metric_avg_pos_verb_ratio,metric_avg_pos_adj_ratio,metric_avg_pos_adv_ratio,metric_avg_pos_pron_ratio,metric_avg_pos_det_ratio,metric_avg_pos_adp_ratio,metric_inv_homogen,metric_novelty,metric_theme_uniqueness,metric_theme_cluster,metric_avg_raw_surprises,metric_avg_n_gram_diversity,metric_avg_pos_diversity
7a162393db1e,"['machine', 'low']","['sentience', 'semantic_distance']",stablelm-2-12b-chat,629,106,76,51,4,0.7169811320754716,4.80188679245283,156.5,26.5,23.5,0,0,0,5,0,0,5,0.21535930764441397,0.016758093134137248,"[0.008605133162604417, 0.012394418602898, 0.004137587935703457]","[0.7169811320754716, 0.9619047619047619, 1.0, 1.0, 1.0]","[0.11320754716981132, 0.38095238095238093, 0.6538461538461539, 0.8155339805825242, 0.9215686274509803]",2.75,6,3.8524947259971545,12,9.5,14,68.25548387096775,11.440322580645162,0.2467922564311793,0.12162487315486091,0.11581091966648882,0.07153542771657827,0.05410402870623189,0.17418845264622498,0.15828704139597652,0.15468268522194453,0.005676652319016262,0.14285714285714285,7,0.008379046567068624,0.9357771787960467,0.5770217380003702
cb29fc8214a6,"['machine', 'low']","['sentience', 'semantic_distance']",llama-3.2-3b-instruct,708,120,75,50,5,0.625,4.8,140.8,24.0,21.8,0,0,0,10,2,0,12,0.21257449480952048,0.00959804282559977,"[0.0029840131342669107, 0.008361045399097489, 0.006747728491586363, 0.0011032986262487776]","[0.625, 0.9243697478991597, 0.9915254237288136, 1.0, 1.0]","[0.1, 0.37815126050420167, 0.652542372881356, 0.8547008547008547, 0.9655172413793104]",2.6,4,3.2325290378767284,9,10.6,14,70.36670588235295,10.201823529411765,0.23291777188328913,0.13807427055702917,0.09325198938992044,0.02689655172413793,0.10838196286472149,0.1246631299734748,0.1246631299734748,0.16368365128125464,0.011246277988803233,0.3333333333333333,9,0.004799021412799885,0.9081790343255947,0.5901823458931446
9ab3f0a98588,"['machine', 'low']","['sentience', 'semantic_distance']",jamba-1.5-mini,411,75,55,37,4,0.7333333333333333,4.333333333333333,102.0,18.75,16.25,0,0,0,2,0,0,2,0.20608922606473928,0.01704858774133557,"[0.006522814432779939, 0.0006948993501500189, 0.0183551678290734]","[0.7333333333333333, 0.972972972972973, 1.0, 1.0, 1.0]","[0.16, 0.44594594594594594, 0.7397260273972602, 0.9305555555555556, 0.971830985915493]",2.25,4,3.02550469477705,7,8.0,10,85.57254310344831,6.726982758620689,0.26318247126436783,0.1667744252873563,0.0651580459770115,0.016666666666666666,0.02528735632183908,0.21526580459770114,0.12169540229885058,0.16935604278530395,0.024216815478365628,0.09090909090909091,10,0.008524293870667785,0.9412612612612613,0.649611702962851
1db6fb1d561d,"['machine', 'low']","['sentience', 'semantic_distance']",yi-1.5-9b-chat,835,144,101,64,6,0.7013888888888888,4.708333333333333,138.33333333333334,24.0,22.0,0,0,1,4,0,0,4,0.21026859760639213,0.0190850595097283,"[0.023771112357383162, 0.007860272559298193, 0.00721728989075443, 0.004102024403247195, 0.004761949563637763]","[0.7013888888888888, 0.972027972027972, 0.9929577464788732, 1.0, 1.0]","[0.09027777777777778, 0.3916083916083916, 0.676056338028169, 0.8652482269503546, 0.9571428571428572]",3.3333333333333335,5,3.236852859363378,11,9.666666666666666,12,73.4188888888889,9.726419753086422,0.22548581048581048,0.12880411255411256,0.12153559403559404,0.04447751322751323,0.051655242905242905,0.1335612073112073,0.10624939874939875,0.14604330009647778,0.01585807239505993,0.1,6,0.009542529754864148,0.9332749214791468,0.59606671830151
5f4fe16d4b06,"['machine', 'low']","['sentience', 'semantic_distance']",llama-3.2-1b-instruct,788,135,83,59,5,0.6148148148148148,4.7407407407407405,156.8,27.0,22.6,0,0,0,3,0,0,3,0.2106002470612317,0.021197570542315802,"[0.01978541589005564, 0.014699857754188084, 0.0030491226390544635, 0.0048607448013334165]","[0.6148148148148148, 0.9477611940298507, 1.0, 1.0, 1.0]","[0.08888888888888889, 0.34328358208955223, 0.5864661654135338, 0.803030303030303, 0.9236641221374046]",4.0,7,3.5614539093275455,10,10.6,14,63.52894117647061,12.0002091503268,0.27117343204299726,0.15778802517932952,0.07752117447769621,0.02350084697910785,0.030388773867034737,0.17143568187046448,0.11871008218834306,0.1678513985659395,0.015194773485380786,0.125,0,0.010598785271157901,0.9125152017689331,0.5490666123119365
67eccce14402,"['machine', 'low']","['sentience', 'semantic_distance']",glm-4-0520,741,130,82,54,5,0.6307692307692307,4.569230769230769,147.4,26.0,22.0,0,0,0,6,0,0,6,0.21179150701985336,0.012957610379135814,"[0.011777816925730045, 0.005761124832289577, 0.0040036439240633825, 0.004372635076188625]","[0.6307692307692307, 0.9224806201550387, 1.0, 1.0, 1.0]","[0.09230769230769231, 0.3488372093023256, 0.6171875, 0.7952755905511811, 0.9047619047619048]",2.0,3,3.821266172251394,12,11.8,16,73.17300000000003,10.506000000000004,0.2630781046910079,0.09695557131041002,0.08581088266572137,0.041360037811650714,0.04886934302256883,0.2004587616684391,0.17343953089920833,0.15882283555609839,0.012812253568137477,0.07692307692307693,1,0.006478805189567907,0.9106499701848539,0.5516739793846208
25b66f6bef6d,"['machine', 'low']","['sentience', 'semantic_distance']",ministral-3b-latest,689,128,85,48,5,0.6640625,4.296875,137.0,25.6,22.6,0,0,0,4,3,0,7,0.20905736865515404,0.01658861268134343,"[0.005376917407626192, 0.012328297751290462, 0.008318017777942471, 0.007153992425827732]","[0.6640625, 0.9606299212598425, 0.9920634920634921, 1.0, 1.0]","[0.09375, 0.4015748031496063, 0.7063492063492064, 0.864, 0.967741935483871]",3.4,8,3.75832701475497,12,11.8,18,78.903,9.408666666666669,0.20431640887048858,0.11571502501293773,0.10612960726812719,0.04043854100780097,0.08803212389550151,0.1555498054549288,0.09567209092825792,0.16987440947975432,0.018280530297536124,0.2,11,0.008294306340671714,0.9233511826646669,0.6066831889965367
b321342a2c67,"['machine', 'low']","['sentience', 'semantic_distance']",deepseek-llm-7b-chat,294,49,41,30,3,0.8367346938775511,4.857142857142857,97.33333333333333,16.333333333333332,15.0,0,0,0,1,0,0,1,0.21259250777891311,0.020554681016941245,"[0.007719612783855856, 0.01283506823308539]","[0.8367346938775511, 0.9791666666666666, 1.0, 1.0, 1.0]","[0.22448979591836735, 0.5625, 0.7872340425531915, 0.9130434782608695, 0.9777777777777777]",0.6666666666666666,1,2.7908496732026142,9,7.333333333333333,10,76.35649425287357,7.412068965517243,0.276811939350639,0.16877034214495515,0.1627371596411844,0.0196078431372549,0.04524886877828054,0.13709613400015877,0.08033658807652616,0.16529964495982444,0.011210252050017966,0.09090909090909091,10,0.010277340508470623,0.9631802721088435,0.6930090189020413
4550c7034f90,"['machine', 'low']","['sentience', 'semantic_distance']",llama-3.1-70b-instruct,726,127,78,53,5,0.6141732283464567,4.590551181102362,144.4,25.4,22.0,0,0,0,6,0,0,6,0.2087648064979448,0.013072140975828914,"[0.008474224740332298, 0.011985980237756932, 0.002575833508462605, 0.003108243465105992]","[0.6141732283464567, 0.9365079365079365, 0.984, 1.0, 1.0]","[0.09448818897637795, 0.36507936507936506, 0.64, 0.8225806451612904, 0.926829268292683]",3.2,4,3.156423478482302,7,9.4,11,74.55318367346942,10.164435374149658,0.2050273398099485,0.17520836651271435,0.06185609881262055,0.02508361204013378,0.057025180938224417,0.17308577091185787,0.10992107731238165,0.1655905039182731,0.018865654611954608,0.125,0,0.006536070487914457,0.9069362329708787,0.5697954935019433
a79e8b1ff907,"['machine', 'low']","['sentience', 'semantic_distance']",stablelm-zephyr-3b,679,122,75,50,6,0.6147540983606558,4.459016393442623,112.33333333333333,20.333333333333332,18.166666666666668,0,0,0,16,1,0,17,0.20702241702955596,0.018164869350391445,"[0.012938246840522416, 0.013742202567675749, 0.00802578826745351, 0.01058382412307285, 0.00012211157725408595]","[0.6147540983606558, 0.9752066115702479, 1.0, 1.0, 1.0]","[0.09836065573770492, 0.32231404958677684, 0.6416666666666667, 0.8739495798319328, 0.9661016949152542]",3.0,6,3.040481278112096,9,8.666666666666666,11,84.92098039215688,7.045588235294122,0.21263707334785767,0.1752805010893246,0.020555555555555556,0.059669571532316626,0.15555374001452432,0.0999074074074074,0.17070806100217864,0.18056409752794675,0.022350433548732285,0.3333333333333333,9,0.009082434675195723,0.9179921419861807,0.5804785293476671
646e71fb5f6c,"['machine', 'low']","['sentience', 'semantic_distance']",gpt-4,844,144,104,65,5,0.7222222222222222,4.75,168.0,28.8,25.2,0,0,0,3,4,0,7,0.21625313498079776,0.010328557767449717,"[0.0028065687495898717, 0.004615192514619032, 0.0008266512191656972, 0.012408703051524833]","[0.7222222222222222, 0.972027972027972, 0.9929577464788732, 1.0, 1.0]","[0.08333333333333333, 0.3356643356643357, 0.6408450704225352, 0.8226950354609929, 0.9357142857142857]",3.8,7,3.0825880451341483,9,11.2,13,74.61348466257671,10.950993865030675,0.2723575136394936,0.11857122993802638,0.08978858784893268,0.01935483870967742,0.07014871020710843,0.13767016261454526,0.12640235181948195,0.16700045179043496,0.003888997646248671,0.07692307692307693,1,0.0051642788837248585,0.9374415881458135,0.5636504121190966
03cf982caa38,"['machine', 'low']","['sentience', 'semantic_distance']",c4ai-aya-expanse-8b,494,85,63,41,3,0.7411764705882353,4.705882352941177,164.0,28.333333333333332,24.333333333333332,0,0,0,1,1,0,2,0.21742431063477585,0.0015209944217235982,"[0.0014796001034270423, 4.139431829655593e-05]","[0.7411764705882353, 0.9642857142857143, 1.0, 1.0, 1.0]","[0.12941176470588237, 0.34523809523809523, 0.6024096385542169, 0.8170731707317073, 0.9259259259259259]",2.3333333333333335,4,3.653012005812739,9,9.0,10,73.89250000000003,10.9025,0.35353535353535354,0.10909090909090909,0.08888888888888889,0.011111111111111112,0.020202020202020204,0.20404040404040405,0.1404040404040404,0.16683430597186089,0.00154664633829249,0.5,16,0.0007604972108617991,0.94109243697479,0.5640117190311655
5b106ffc10f7,"['machine', 'low']","['sentience', 'semantic_distance']",qwen-2.5-72b-instruct,580,100,76,49,4,0.76,4.65,144.25,25.0,22.25,0,0,0,4,2,0,6,0.21416319800274713,0.011582226902671022,"[0.00019986914773273412, 0.006807287279357255, 0.010366183926916545]","[0.76, 0.98989898989899, 1.0, 1.0, 1.0]","[0.13, 0.41414141414141414, 0.7244897959183674, 0.9381443298969072, 1.0]",3.25,5,3.700630820493834,10,10.0,15,78.08471153846155,9.63459401709402,0.25916666666666666,0.15333333333333335,0.08583333333333333,0.02,0.06333333333333334,0.16333333333333333,0.1,0.15871423270021165,0.008068871602349925,0.07692307692307693,1,0.005791113451335511,0.949979797979798,0.6413551079913378
fc38e0b39c6d,"['machine', 'low']","['sentience', 'semantic_distance']",mpt-30b-chat,761,142,92,59,6,0.647887323943662,4.267605633802817,126.0,23.666666666666668,21.5,0,0,0,16,0,0,16,0.2062545105910733,0.005663353513170788,"[0.0001249222928642324, 0.003666012151046255, 0.0030400863536945155, 0.006247966217272222, 0.0010793967680497452]","[0.647887323943662, 0.9574468085106383, 0.9928571428571429, 1.0, 1.0]","[0.09154929577464789, 0.3617021276595745, 0.6714285714285714, 0.8561151079136691, 0.9710144927536232]",3.8333333333333335,6,3.2623344411716992,9,10.5,13,83.0997641509434,8.251918238993714,0.2175,0.16027777777777777,0.10027777777777777,0.020555555555555556,0.1288888888888889,0.11194444444444444,0.11083333333333333,0.16599850888763154,0.023886246425697588,0.2,11,0.002831676756585394,0.9196382550622887,0.5903619191060172
9ca6a441cfd5,"['machine', 'low']","['sentience', 'semantic_distance']",Phi-3-medium-4k-instruct,736,135,90,60,5,0.6666666666666666,4.333333333333333,146.4,27.0,23.0,0,0,0,5,0,0,5,0.21030854013680064,0.0047896900029727185,"[0.002276582446766817, 0.0013006796370019502, 0.002306583709332538, 0.0036955342128441315]","[0.6666666666666666, 0.9701492537313433, 1.0, 1.0, 1.0]","[0.08148148148148149, 0.31343283582089554, 0.5488721804511278, 0.7348484848484849, 0.8778625954198473]",2.8,4,3.171674706246135,7,8.4,11,74.03482352941178,10.534849673202618,0.2627194041867955,0.11736714975845411,0.10702697262479871,0.03526972624798712,0.0464110305958132,0.19904790660225444,0.13633252818035427,0.1482888406940869,0.01577818733424291,0.09090909090909091,10,0.0023948450014863593,0.9273631840796019,0.5112995156043674
eaad61fe6a1a,"['machine', 'low']","['sentience', 'semantic_distance']",granite-3.0-8b-instruct,467,81,58,33,4,0.7160493827160493,4.691358024691358,116.0,20.25,18.5,0,0,0,7,0,0,7,0.21131409817572797,0.00864839842825225,"[0.002954682075616083, 0.0048145174980163685, 0.005203398068745924]","[0.7160493827160493, 0.9625, 1.0, 1.0, 1.0]","[0.14814814814814814, 0.45, 0.7088607594936709, 0.8846153846153846, 0.961038961038961]",2.75,4,3.1042747242437647,8,10.25,11,75.9008695652174,8.386521739130437,0.2407729468599034,0.15538647342995168,0.07333333333333333,0.010869565217391304,0.11458937198067633,0.14458937198067634,0.10983091787439614,0.15741688864571707,0.013767071256388264,0.14285714285714285,19,0.004324199214126125,0.9357098765432099,0.6305326506592329
890788efb4c2,"['machine', 'low']","['sentience', 'semantic_distance']",llama-3.1-8b-instruct,623,110,72,48,5,0.6545454545454545,4.572727272727272,123.8,22.0,18.8,0,0,0,6,0,0,6,0.21115471929945845,0.006122732681179563,"[2.0399539157611724e-05, 0.002296752376712008, 0.008342938267545535, 0.0015853751789439707]","[0.6545454545454545, 0.981651376146789, 1.0, 1.0, 1.0]","[0.1, 0.3944954128440367, 0.7129629629629629, 0.9065420560747663, 0.9811320754716981]",2.6,6,3.181557277216355,8,8.8,11,77.31965853658538,8.586113821138216,0.26680499577051303,0.1409896999552172,0.07238095238095238,0.0,0.07256655222172463,0.16366024779817884,0.11640294571329055,0.1427708183016096,0.014085829008927298,0.125,0,0.0030613663405897815,0.9272393661384487,0.6190265014706928
30e670e11690,"['machine', 'low']","['sentience', 'semantic_distance']",yi-large,667,118,79,57,6,0.6694915254237288,4.52542372881356,110.33333333333333,19.666666666666668,18.0,0,0,0,3,0,0,3,0.2149102846557335,0.012480589607497917,"[0.00491849762020688, 0.00425095217568533, 0.0011792296455020168, 0.015003584680103127, 0.005849209897247437]","[0.6694915254237288, 0.9572649572649573, 0.9913793103448276, 1.0, 1.0]","[0.11016949152542373, 0.4017094017094017, 0.6982758620689655, 0.8782608695652174, 0.9473684210526315]",2.5,4,3.107825171747466,10,9.0,13,86.09128345498787,6.923759124087592,0.3089432044227441,0.13157424629931025,0.06834302100286754,0.02181818181818182,0.03355392156862745,0.14828922214472087,0.1103298328554083,0.15824610367417336,0.0065746982963771905,0.14285714285714285,13,0.006240294803748958,0.9236271586067027,0.607156809184328
e54689cf7c7c,"['machine', 'low']","['sentience', 'semantic_distance']",mistral-7b-instruct-v0.3,579,102,66,44,4,0.6470588235294118,4.598039215686274,144.0,25.5,21.75,0,0,0,1,2,0,3,0.21473831303779972,0.011203051260836261,"[0.00638516209428272, 0.008462346498928353, 0.0019570682980433185]","[0.6470588235294118, 0.9306930693069307, 0.99, 1.0, 1.0]","[0.10784313725490197, 0.3564356435643564, 0.63, 0.8181818181818182, 0.9387755102040817]",2.25,3,3.815818441414886,11,11.75,14,78.34070652173914,9.474673913043478,0.30672115070284406,0.12607714939522718,0.05203988231448185,0.0,0.03428571428571429,0.15866623079437725,0.18839816933638442,0.1534117486860071,0.006918641532244751,0.3333333333333333,15,0.0056015256304181305,0.9135503785672685,0.5702472218410317
f3ec3e93fa8b,"['machine', 'low']","['sentience', 'semantic_distance']",Phi-3-mini-4k-instruct,708,124,84,55,5,0.6774193548387096,4.604838709677419,140.8,24.8,22.2,0,0,0,7,0,0,7,0.20896686761066166,0.006575756749033407,"[0.0037263006875009053, 0.003471889098485309, 0.0019037768696293644, 0.004049546842451235]","[0.6774193548387096, 0.983739837398374, 1.0, 1.0, 1.0]","[0.08870967741935484, 0.36585365853658536, 0.680327868852459, 0.859504132231405, 0.9416666666666667]",3.8,6,3.5094647004837096,13,10.2,17,74.54174100719426,9.768546762589928,0.25551702323441455,0.14113411548194157,0.1103594432942259,0.026909937888198756,0.05911605705083966,0.15338796871405566,0.12225327812284334,0.16873812728694507,0.018461532386520874,0.2,11,0.0032878783745167034,0.9322318384474167,0.5872124007412942
5b0018bc6f4b,"['machine', 'low']","['sentience', 'semantic_distance']",olmo-2-7b,625,106,75,53,5,0.7075471698113207,4.773584905660377,124.2,21.2,20.2,0,0,0,5,0,0,5,0.21495652570779852,0.005444999017038293,"[0.0013049391944423838, 0.004080795850416624, 0.0001922356359886357, 0.005312027353228943]","[0.7075471698113207, 0.9809523809523809, 0.9903846153846154, 1.0, 1.0]","[0.11320754716981132, 0.3904761904761905, 0.6634615384615384, 0.8543689320388349, 0.9313725490196079]",3.2,6,2.98233842585835,7,8.2,9,72.50175206611574,9.158743801652893,0.3083632995532309,0.17964476408412336,0.06974828375286041,0.031677018633540374,0.06220333442301405,0.13731393701645417,0.14087501362100904,0.14369534222143038,0.006482216192247148,0.125,3,0.0027224995085191467,0.9357768332296634,0.5905773514331966
25725b92d70d,"['machine', 'low']","['sentience', 'semantic_distance']",gemini-1.5-pro,429,75,56,40,5,0.7466666666666667,4.64,85.8,15.0,14.4,0,0,0,8,0,0,8,0.21533135573069254,0.01700330786030703,"[0.0034643199708726813, 0.001093533304002553, 0.006211868921915692, 0.023236893523823132]","[0.7466666666666667, 0.9864864864864865, 1.0, 1.0, 1.0]","[0.17333333333333334, 0.5135135135135135, 0.7671232876712328, 0.9166666666666666, 0.9577464788732394]",1.8,4,2.7376722614617353,7,7.6,10,103.2174382022472,3.284584269662922,0.3036113886113886,0.18128371628371628,0.04857142857142857,0.02,0.10084415584415585,0.09444305694305694,0.07573676323676323,0.1677787575338568,0.005732556146459122,0.3333333333333333,15,0.008501653930153515,0.9466306306306307,0.6656766560115971
9377ef2b27f5,"['machine', 'low']","['sentience', 'semantic_distance']",c4ai-aya-expanse-32b,367,64,53,32,3,0.828125,4.5,121.66666666666667,21.333333333333332,20.666666666666668,0,1,0,3,1,1,4,0.2139323191537011,0.0026403429532292078,"[0.0014607007455344212, 0.0011796422076947866]","[0.828125, 1.0, 1.0, 1.0, 1.0]","[0.140625, 0.49206349206349204, 0.8225806451612904, 0.9508196721311475, 1.0]",1.6666666666666667,2,2.8780967570441254,7,8.0,9,88.56333333333333,7.614074074074079,0.2840998217468806,0.17094474153297684,0.06951871657754011,0.04,0.0783957219251337,0.12285204991087344,0.1594295900178253,0.15512608364224434,0.008530629300442016,0.1,6,0.0013201714766146039,0.965625,0.681217761871186
01a364d10b28,"['machine', 'low']","['sentience', 'semantic_distance']",qwen-2.5-72b-instruct,554,98,72,47,4,0.7346938775510204,4.551020408163265,137.75,24.5,21.25,0,0,0,3,0,0,3,0.2166775139694849,0.007056231851930957,"[0.006277516649829007, 0.00211034086015488, 0.0021964902679125486]","[0.7346938775510204, 0.9587628865979382, 0.9895833333333334, 1.0, 1.0]","[0.12244897959183673, 0.36082474226804123, 0.6666666666666666, 0.8526315789473684, 0.9361702127659575]",3.5,5,2.965862836584031,8,9.0,11,77.1971428571429,9.447857142857142,0.29196438809441905,0.18242419774927515,0.09412665651055743,0.031107998755057577,0.04816452896948253,0.1706283683063869,0.05643520566121185,0.15473971462675504,0.0030402396688744004,0.3333333333333333,12,0.0035281159259654784,0.9366080194964584,0.5877484360479741
c4209d4234e9,"['machine', 'low']","['sentience', 'semantic_distance']",Phi-3.5-MoE-instruct,829,140,102,62,5,0.7285714285714285,4.835714285714285,165.0,28.0,25.0,0,0,0,4,3,0,7,0.21024932286400191,0.017264842571266467,"[0.012061925397978901, 0.010907226469781678, 0.004965868439429838, 0.0065946648353425175]","[0.7285714285714285, 0.9784172661870504, 1.0, 1.0, 1.0]","[0.08571428571428572, 0.38848920863309355, 0.7391304347826086, 0.9051094890510949, 0.9779411764705882]",6.2,12,3.4873754755628266,9,10.4,12,62.38806451612905,12.258709677419358,0.23590955487507212,0.16428793325345048,0.10942839391115253,0.014285714285714285,0.05119158567434429,0.13284146215180698,0.12241601207118448,0.1406941839626857,0.015896621879840367,0.07692307692307693,1,0.008632421285633234,0.9413977389516958,0.6192769189303342
e323a8a91655,"['machine', 'low']","['sentience', 'semantic_distance']",llama-3.1-8b-instruct,745,121,72,50,5,0.5950413223140496,5.024793388429752,148.2,24.2,19.8,0,0,0,2,3,0,5,0.21157584302279414,0.011021522162876024,"[0.010267633713764462, 0.006647602869914143, 0.0037169924804142662, 0.0014108152616591763]","[0.5950413223140496, 0.9166666666666666, 1.0, 1.0, 1.0]","[0.10743801652892562, 0.36666666666666664, 0.6134453781512605, 0.8135593220338984, 0.9230769230769231]",3.2,5,3.4169404081959462,10,9.4,11,61.11665217391305,11.591391304347827,0.24603174603174602,0.10529100529100528,0.09457671957671956,0.016666666666666666,0.04814814814814815,0.18465608465608466,0.1644179894179894,0.16456591391137668,0.013243581562255913,0.25,14,0.005510761081438012,0.9023415977961432,0.5648372612915349
ab3c7dcbcf53,"['machine', 'low']","['sentience', 'semantic_distance']",ministral-8b-latest,727,129,82,54,5,0.6356589147286822,4.488372093023256,144.6,25.8,22.4,0,0,0,2,0,0,2,0.2116375016133157,0.006276524227623842,"[0.0013085345878745547, 0.0044884543828289936, 0.000991906060112846, 0.00576415342443129]","[0.6356589147286822, 0.96875, 1.0, 1.0, 1.0]","[0.08527131782945736, 0.328125, 0.6141732283464567, 0.7857142857142857, 0.92]",3.6,9,3.7155868347338936,10,9.2,15,85.25663157894738,8.919947368421052,0.2773892773892774,0.12360972360972361,0.10156510156510157,0.0,0.04212454212454213,0.1861804861804862,0.15151515151515152,0.18940429762005806,0.013120264381212776,1.0,17,0.003138262113811921,0.9208817829457364,0.54665676637804
05709c632822,"['machine', 'low']","['sentience', 'semantic_distance']",nemotron-mini-4b-instruct,698,121,77,44,4,0.6363636363636364,4.677685950413223,173.75,30.25,27.0,0,0,0,3,1,0,4,0.20569272991466725,0.01907880909727644,"[0.006100195796549801, 0.009463083434414571, 0.013054934414950287]","[0.6363636363636364, 0.95, 0.9915966386554622, 1.0, 1.0]","[0.10743801652892562, 0.4083333333333333, 0.6890756302521008, 0.8728813559322034, 0.9829059829059829]",5.5,8,3.4996557454890787,10,10.0,13,66.85918233082707,12.194041353383462,0.2264110889110889,0.15296370296370296,0.08901931401931402,0.07217365967365967,0.04121711621711622,0.13766650016650017,0.1067099567099567,0.17599935297455108,0.025009807778509696,0.2,11,0.00953940454863822,0.9155920550038197,0.6121268637905092
ad56465a7e2f,"['machine', 'low']","['sentience', 'semantic_distance']",glm-4-0520,664,117,82,53,5,0.7008547008547008,4.564102564102564,132.0,23.4,20.8,0,0,0,6,0,0,6,0.20929637045230506,0.01227088060541387,"[0.002071259032080164, 0.0036684261772023663, 0.009134730272915531, 0.009667345728629678]","[0.7008547008547008, 0.9655172413793104, 1.0, 1.0, 1.0]","[0.10256410256410256, 0.4396551724137931, 0.7565217391304347, 0.9210526315789473, 0.9911504424778761]",2.6,4,3.14955490869284,10,10.6,17,83.78637593984963,8.18099248120301,0.2461707152496626,0.16443151147098514,0.08355263157894736,0.032692307692307694,0.06613529014844804,0.1589321862348178,0.11170715249662617,0.14238777118069784,0.017802526703234067,0.14285714285714285,5,0.006135440302706935,0.9332743884468022,0.6421888176330308
880d8838db27,"['machine', 'low']","['sentience', 'semantic_distance']",solar-10.7b-instruct-v1.0,711,119,81,58,6,0.680672268907563,4.840336134453781,117.66666666666667,19.833333333333332,18.166666666666668,0,0,0,14,0,0,14,0.2123657648158088,0.009568227085848625,"[0.0011572180650173403, 0.0009992221991221295, 0.009436090124977953, 0.005486129287980562, 0.006841908037523575]","[0.680672268907563, 0.9915254237288136, 1.0, 1.0, 1.0]","[0.10084033613445378, 0.3220338983050847, 0.5897435897435898, 0.8189655172413793, 0.9304347826086956]",2.0,5,2.844640134236496,7,7.666666666666667,10,73.74091849148422,8.646386861313868,0.30208637535868654,0.12968865400215515,0.06967981548073081,0.008771929824561403,0.11987190197716513,0.141306587725352,0.15707608392963085,0.15609661117196083,0.011663737976226607,0.07692307692307693,1,0.004784113542924312,0.9344395385272753,0.5524036248066406
e1fe4db51320,"['machine', 'low']","['sentience', 'semantic_distance']",gemma-2-9b,561,108,71,45,5,0.6574074074074074,4.092592592592593,112.2,21.6,19.6,0,0,0,9,0,0,9,0.2064696936294286,0.018272099725241298,"[0.006262322507723406, 0.010949448933677053, 0.011591143878824983, 0.007741284130257153]","[0.6574074074074074, 0.9158878504672897, 0.9716981132075472, 0.9809523809523809, 0.9903846153846154]","[0.1111111111111111, 0.4205607476635514, 0.7358490566037735, 0.8761904761904762, 0.9423076923076923]",2.8,6,3.325868982000878,11,12.4,20,94.15280000000001,6.337600000000002,0.1983720243950423,0.14327114346295933,0.11601689728288193,0.0392512077294686,0.11518952062430324,0.13973484600083066,0.10796227074999454,0.15900926451597894,0.02345588034898699,0.14285714285714285,7,0.009136049862620649,0.9032660734838481,0.6172038167753209
c6c12d33fa92,"['machine', 'low']","['sentience', 'semantic_distance']",deepseek-llm-chat-67b,521,98,65,36,5,0.6632653061224489,4.1938775510204085,103.4,19.6,16.8,0,0,0,0,7,0,7,0.20523379350465443,0.011836598695270581,"[0.004320847988128651, 0.00673644079102409, 0.004778493491430114, 0.007837415119958308]","[0.6632653061224489, 0.9690721649484536, 1.0, 1.0, 1.0]","[0.12244897959183673, 0.4329896907216495, 0.7395833333333334, 0.9157894736842105, 0.9787234042553191]",3.8,6,2.989582575820966,10,8.8,12,84.45875675675678,6.994126126126126,0.2308155930009477,0.13255611030210573,0.06841787439613527,0.07258165175785312,0.09614595612879366,0.1168365577976562,0.13235039178975105,0.16336153554064886,0.02592768059853534,0.3333333333333333,15,0.0059182993476352905,0.9264674942141805,0.6379069763172699
52cade8daeea,"['machine', 'low']","['sentience', 'semantic_distance']",qwen-2.5-7b-instruct,630,110,72,55,5,0.6545454545454545,4.581818181818182,125.2,22.0,19.4,0,0,0,4,0,0,4,0.21704322753931937,0.02328970897030995,"[0.0017942862077192645, 0.014101291105741653, 0.015146209296090896, 0.015537631331068086]","[0.6545454545454545, 0.9357798165137615, 0.9907407407407407, 1.0, 1.0]","[0.1, 0.29357798165137616, 0.5740740740740741, 0.7663551401869159, 0.8867924528301887]",3.6,4,2.9671114122262905,8,9.0,11,79.13431496062992,8.531748031496065,0.3246008680151903,0.14774471053243432,0.04964930636286135,0.028793691389599318,0.04354413702239789,0.17234945361543827,0.1518890955591723,0.1554823453937258,0.0023088125292054507,0.14285714285714285,7,0.011644854485154975,0.9162132023599914,0.524159929748511
