result_id,group_id,group_by,metric_length_in_chars,metric_length_in_words,metric_length_in_unique_words,metric_length_in_concepts,metric_length_in_sentences,metric_type_token_ratio,metric_avg_word_length_in_chars,metric_avg_sentence_length_in_chars,metric_avg_sentence_length_in_words,metric_avg_sentence_length_in_unique_words,metric_length_in_first_person_singular,metric_length_in_first_person_plural,metric_length_in_second_person,metric_length_in_third_person_singular,metric_length_in_third_person_plural,metric_length_in_first_person,metric_length_in_third_person,metric_dsi,metric_surprise,metric_raw_surprises,metric_n_gram_diversity,metric_pos_diversity,metric_avg_dep_num_clauses,metric_max_dep_num_clauses,metric_avg_dep_path_length,metric_max_dep_path_length,metric_avg_constituency_tree_depth,metric_max_constituency_tree_depth,metric_readability_flesch_ease,metric_readability_flesch_kincaid,metric_avg_pos_noun_ratio,metric_avg_pos_verb_ratio,metric_avg_pos_adj_ratio,metric_avg_pos_adv_ratio,metric_avg_pos_pron_ratio,metric_avg_pos_det_ratio,metric_avg_pos_adp_ratio,metric_inv_homogen,metric_novelty,metric_theme_uniqueness,metric_theme_cluster
429e3d42dd95,"['machine', 'stamp-letter-send']","['sentience', 'id']",458,77,61,36,4,0.7922077922077922,4.818181818181818,113.75,19.25,18.5,0,0,0,4,1,0,5,0.20673349518624562,0.010778323714695281,"[0.010647616216114597, 0.0033236173410264302, 0.002196252014901895]","[0.7922077922077922, 0.9868421052631579, 1.0, 1.0, 1.0]","[0.16883116883116883, 0.5, 0.8, 0.8918918918918919, 0.9315068493150684]",2.0,2,2.896354348078486,8,8.5,11,75.87090909090908,8.14227272727273,0.2662309368191721,0.15245098039215688,0.07766884531590414,0.0406318082788671,0.07200435729847494,0.1468954248366013,0.11007625272331154,0.11515964843608716,0.019062928281931513,0.16666666666666666,2
c4209d4234e9,"['machine', 'stamp-letter-send']","['sentience', 'id']",829,140,102,62,5,0.7285714285714285,4.835714285714285,165.0,28.0,25.0,0,0,0,4,3,0,7,0.21024932286400191,0.017264842571266467,"[0.012061925397978901, 0.010907226469781678, 0.004965868439429838, 0.0065946648353425175]","[0.7285714285714285, 0.9784172661870504, 1.0, 1.0, 1.0]","[0.08571428571428572, 0.38848920863309355, 0.7391304347826086, 0.9051094890510949, 0.9779411764705882]",6.2,12,3.4873754755628266,9,10.4,12,62.38806451612905,12.258709677419358,0.23590955487507212,0.16428793325345048,0.10942839391115253,0.014285714285714285,0.05119158567434429,0.13284146215180698,0.12241601207118448,0.10525475166462085,0.012031272926418923,0.07692307692307693,1
b321342a2c67,"['machine', 'stamp-letter-send']","['sentience', 'id']",294,49,41,30,3,0.8367346938775511,4.857142857142857,97.33333333333333,16.333333333333332,15.0,0,0,0,1,0,0,1,0.21259250777891311,0.020554681016941245,"[0.007719612783855856, 0.01283506823308539]","[0.8367346938775511, 0.9791666666666666, 1.0, 1.0, 1.0]","[0.22448979591836735, 0.5625, 0.7872340425531915, 0.9130434782608695, 0.9777777777777777]",0.6666666666666666,1,2.7908496732026142,9,7.333333333333333,10,76.35649425287357,7.412068965517243,0.276811939350639,0.16877034214495515,0.1627371596411844,0.0196078431372549,0.04524886877828054,0.13709613400015877,0.08033658807652616,0.13552348812421164,0.007344903096596522,0.09090909090909091,4
8d4cce7f122d,"['machine', 'stamp-letter-send']","['sentience', 'id']",536,87,70,44,4,0.8045977011494253,5.022988505747127,133.25,21.75,20.5,0,0,0,0,2,0,2,0.21511189100858272,0.006864266956263168,"[0.0024796633638887455, 0.0007355816853352182, 0.00708115538517079]","[0.8045977011494253, 0.9767441860465116, 1.0, 1.0, 1.0]","[0.13793103448275862, 0.46511627906976744, 0.8352941176470589, 0.9285714285714286, 0.9879518072289156]",2.5,4,2.9440646299005433,10,9.25,11,77.34090346534656,8.744628712871286,0.29835164835164835,0.13727106227106228,0.08113553113553114,0.036904761904761905,0.025,0.12477106227106227,0.13548534798534798,0.11937200691964892,0.0023061366372573167,0.07692307692307693,1
25b66f6bef6d,"['machine', 'stamp-letter-send']","['sentience', 'id']",689,128,85,48,5,0.6640625,4.296875,137.0,25.6,22.6,0,0,0,4,3,0,7,0.20905736865515404,0.01658861268134343,"[0.005376917407626192, 0.012328297751290462, 0.008318017777942471, 0.007153992425827732]","[0.6640625, 0.9606299212598425, 0.9920634920634921, 1.0, 1.0]","[0.09375, 0.4015748031496063, 0.7063492063492064, 0.864, 0.967741935483871]",3.4,8,3.75832701475497,12,11.8,18,78.903,9.408666666666669,0.20431640887048858,0.11571502501293773,0.10612960726812719,0.04043854100780097,0.08803212389550151,0.1555498054549288,0.09567209092825792,0.12492281419259531,0.01441518134411468,0.2,5
7558dcf6a91b,"['machine', 'stamp-letter-send']","['sentience', 'id']",388,67,48,25,4,0.7164179104477612,4.641791044776119,96.25,16.75,15.25,0,0,0,2,2,0,4,0.19920956949392954,0.014540820210068306,"[0.00733325453031633, 0.003052476143080074, 0.011425499641706055]","[0.7164179104477612, 1.0, 1.0, 1.0, 1.0]","[0.16417910447761194, 0.48484848484848486, 0.8, 0.96875, 1.0]",2.25,3,2.5275283664666164,6,7.5,10,88.34250000000002,5.78166666666667,0.23986928104575164,0.1465686274509804,0.07859477124183006,0.04607843137254902,0.05800653594771242,0.16405228758169935,0.10522875816993464,0.13770068133318866,0.03411077966656367,0.09090909090909091,4
8b3c1f19311e,"['machine', 'stamp-letter-send']","['sentience', 'id']",821,149,95,63,6,0.6375838926174496,4.389261744966443,136.0,24.833333333333332,21.5,0,0,0,11,2,0,13,0.2113913014431947,0.014369388133839889,"[0.0012588623497221119, 0.012690456402607464, 0.01050096662926589, 0.00872783567998317, 0.002745349273021086]","[0.6375838926174496, 0.9391891891891891, 0.9931972789115646, 1.0, 1.0]","[0.08053691275167785, 0.3581081081081081, 0.673469387755102, 0.8561643835616438, 0.9586206896551724]",3.6666666666666665,7,3.2582787972323057,10,10.666666666666666,14,85.76042635658916,8.419069767441862,0.24297002280873248,0.1378286901270772,0.07743198110133594,0.039879032258064516,0.09336917562724015,0.14845470837406322,0.11847751710654936,0.11439908213085598,0.009747315768033338,0.14285714285714285,8
cb29fc8214a6,"['machine', 'stamp-letter-send']","['sentience', 'id']",708,120,75,50,5,0.625,4.8,140.8,24.0,21.8,0,0,0,10,2,0,12,0.21257449480952048,0.00959804282559977,"[0.0029840131342669107, 0.008361045399097489, 0.006747728491586363, 0.0011032986262487776]","[0.625, 0.9243697478991597, 0.9915254237288136, 1.0, 1.0]","[0.1, 0.37815126050420167, 0.652542372881356, 0.8547008547008547, 0.9655172413793104]",2.6,4,3.2325290378767284,9,10.6,14,70.36670588235295,10.201823529411765,0.23291777188328913,0.13807427055702917,0.09325198938992044,0.02689655172413793,0.10838196286472149,0.1246631299734748,0.1246631299734748,0.13850649529033238,0.007380929035381789,0.3333333333333333,3
bea553bd287a,"['machine', 'stamp-letter-send']","['sentience', 'id']",595,104,78,41,7,0.75,4.625,84.14285714285714,14.857142857142858,13.857142857142858,0,0,0,9,2,0,11,0.20758558039258165,0.017348563189458377,"[0.012252787748972566, 0.002238416671752952, 0.013694651921590167, 0.011804668676285518, 0.010334562687646792, 0.0017206018621271357]","[0.75, 0.9805825242718447, 1.0, 1.0, 1.0]","[0.125, 0.49514563106796117, 0.7843137254901961, 0.9306930693069307, 1.0]",1.8571428571428572,5,2.7133959600386537,9,8.0,12,79.15982758620692,6.334926108374386,0.22657208216214428,0.15001889070212052,0.06698374089678437,0.04660246585712424,0.1303180946038089,0.12814704274331604,0.0974048380880679,0.1382050547334883,0.017358757869259445,0.2,5
9ab8735e064a,"['machine', 'stamp-letter-send']","['sentience', 'id']",300,56,45,29,3,0.8035714285714286,4.285714285714286,99.33333333333333,18.666666666666668,16.666666666666668,0,0,0,4,0,0,4,0.21010679931476198,0.02831514110468855,"[0.017933602766557172, 0.01038153833813138]","[0.8035714285714286, 1.0, 1.0, 1.0, 1.0]","[0.25, 0.5818181818181818, 0.7962962962962963, 0.9245283018867925, 0.9615384615384616]",3.0,5,2.6874559548978154,7,8.0,9,88.83428571428574,6.085714285714285,0.2295843776106934,0.1786236424394319,0.05921052631578947,0.054250208855472014,0.09095655806182122,0.13862781954887218,0.08933792815371762,0.17064760239035995,0.012316320024898797,1.0,6
dc3837eaf679,"['machine', 'stamp-letter-send']","['sentience', 'id']",778,131,92,61,5,0.7022900763358778,4.885496183206107,154.8,26.2,24.0,0,0,0,14,0,0,14,0.2077117560665464,0.011565870965750638,"[0.008644072094348948, 0.0010465518994764722, 0.013063690551630147, 0.0003774273860457089]","[0.7022900763358778, 0.9846153846153847, 1.0, 1.0, 1.0]","[0.0916030534351145, 0.33076923076923076, 0.6434108527131783, 0.859375, 0.9448818897637795]",2.8,6,3.4179844055914104,10,12.2,19,61.86550000000001,11.785055555555555,0.24004629629629629,0.11710185185185185,0.11778703703703704,0.050972222222222224,0.12885185185185186,0.10094444444444445,0.13625925925925925,0.12753609264338459,0.017106406521329942,0.3333333333333333,3
6c779472cc45,"['machine', 'stamp-letter-send']","['sentience', 'id']",541,96,68,46,5,0.7083333333333334,4.552083333333333,107.4,19.2,17.2,0,0,0,3,1,0,4,0.21027714250168364,0.012956792739924394,"[0.0037506921724839437, 0.005955821937984884, 0.010829389095306396, 0.005377682274073564]","[0.7083333333333334, 0.9894736842105263, 1.0, 1.0, 1.0]","[0.125, 0.37894736842105264, 0.723404255319149, 0.946236559139785, 0.9891304347826086]",2.6,5,2.968453557312253,8,10.4,14,79.96605660377361,7.372339622641508,0.28025702949801623,0.19915646023805417,0.0664326375711575,0.02821631878557875,0.05529411764705883,0.17211316198033466,0.0564326375711575,0.1187159154150221,0.011975633651055473,0.07692307692307693,1
c672e6f8f2d2,"['machine', 'stamp-letter-send']","['sentience', 'id']",439,77,56,39,3,0.7272727272727273,4.584415584415584,145.66666666666666,25.666666666666668,22.0,0,0,0,7,0,0,7,0.21174060904223588,0.007419630506455693,"[0.006058349392630835, 0.0013612811138248582]","[0.7272727272727273, 0.9736842105263158, 1.0, 1.0, 1.0]","[0.14285714285714285, 0.42105263157894735, 0.72, 0.8648648648648649, 0.9315068493150684]",2.6666666666666665,8,2.8177775654576362,6,8.333333333333334,10,71.31166666666667,10.599999999999998,0.2764731052883284,0.13121397467844648,0.13790933574970424,0.017543859649122806,0.08721588763875254,0.19610360190289208,0.11288982858868836,0.12199461901629413,0.009048700569950996,0.14285714285714285,8
890788efb4c2,"['machine', 'stamp-letter-send']","['sentience', 'id']",623,110,72,48,5,0.6545454545454545,4.572727272727272,123.8,22.0,18.8,0,0,0,6,0,0,6,0.21115471929945845,0.006122732681179563,"[2.0399539157611724e-05, 0.002296752376712008, 0.008342938267545535, 0.0015853751789439707]","[0.6545454545454545, 0.981651376146789, 1.0, 1.0, 1.0]","[0.1, 0.3944954128440367, 0.7129629629629629, 0.9065420560747663, 0.9811320754716981]",2.6,6,3.181557277216355,8,8.8,11,77.31965853658538,8.586113821138216,0.26680499577051303,0.1409896999552172,0.07238095238095238,0.0,0.07256655222172463,0.16366024779817884,0.11640294571329055,0.11836556372819124,0.010220480055505854,0.125,0
646e71fb5f6c,"['machine', 'stamp-letter-send']","['sentience', 'id']",844,144,104,65,5,0.7222222222222222,4.75,168.0,28.8,25.2,0,0,0,3,4,0,7,0.21625313498079776,0.010328557767449717,"[0.0028065687495898717, 0.004615192514619032, 0.0008266512191656972, 0.012408703051524833]","[0.7222222222222222, 0.972027972027972, 0.9929577464788732, 1.0, 1.0]","[0.08333333333333333, 0.3356643356643357, 0.6408450704225352, 0.8226950354609929, 0.9357142857142857]",3.8,7,3.0825880451341483,9,11.2,13,74.61348466257671,10.950993865030675,0.2723575136394936,0.11857122993802638,0.08978858784893268,0.01935483870967742,0.07014871020710843,0.13767016261454526,0.12640235181948195,0.15201234265610022,2.3648692827227258e-05,0.07692307692307693,1
3ee8b18a7400,"['machine', 'stamp-letter-send']","['sentience', 'id']",611,109,72,52,5,0.6605504587155964,4.504587155963303,121.4,21.8,19.4,0,0,0,11,1,0,12,0.20862051822121505,0.023964556850693916,"[0.0027221863814180236, 0.02632815741529368, 0.01623078388999208, 0.0026479860146840506]","[0.6605504587155964, 1.0, 1.0, 1.0, 1.0]","[0.10091743119266056, 0.35185185185185186, 0.616822429906542, 0.8113207547169812, 0.9142857142857143]",2.8,4,3.0298267824129894,9,8.4,10,78.09514049586781,8.378578512396697,0.2561972667855021,0.14983957219251337,0.04707070707070707,0.039037433155080216,0.1118597742127154,0.17161021984551397,0.15140819964349375,0.14766514190921076,0.01528888221199265,0.125,0
4550c7034f90,"['machine', 'stamp-letter-send']","['sentience', 'id']",726,127,78,53,5,0.6141732283464567,4.590551181102362,144.4,25.4,22.0,0,0,0,6,0,0,6,0.2087648064979448,0.013072140975828914,"[0.008474224740332298, 0.011985980237756932, 0.002575833508462605, 0.003108243465105992]","[0.6141732283464567, 0.9365079365079365, 0.984, 1.0, 1.0]","[0.09448818897637795, 0.36507936507936506, 0.64, 0.8225806451612904, 0.926829268292683]",3.2,4,3.156423478482302,7,9.4,11,74.55318367346942,10.164435374149658,0.2050273398099485,0.17520836651271435,0.06185609881262055,0.02508361204013378,0.057025180938224417,0.17308577091185787,0.10992107731238165,0.14041406799245765,0.015000305658533164,0.125,0
39a2f5aaa0a9,"['machine', 'stamp-letter-send']","['sentience', 'id']",427,75,53,35,3,0.7066666666666667,4.586666666666667,141.66666666666666,25.0,22.0,0,0,0,6,2,0,8,0.2116947286269244,0.017730071314670803,"[0.013003435851016765, 0.004726635463654039]","[0.7066666666666667, 0.9864864864864865, 1.0, 1.0, 1.0]","[0.13333333333333333, 0.44594594594594594, 0.7123287671232876, 0.8472222222222222, 0.9154929577464789]",2.0,3,3.6592007026789637,11,11.666666666666666,16,75.56137254901964,9.758823529411767,0.22571740243549498,0.14624101159865535,0.09534940670985552,0.04249871991807475,0.10650281618023553,0.16872592889423182,0.14860081479997328,0.12371873745211849,0.009140461400573952,0.125,0
67eccce14402,"['machine', 'stamp-letter-send']","['sentience', 'id']",741,130,82,54,5,0.6307692307692307,4.569230769230769,147.4,26.0,22.0,0,0,0,6,0,0,6,0.21179150701985336,0.012957610379135814,"[0.011777816925730045, 0.005761124832289577, 0.0040036439240633825, 0.004372635076188625]","[0.6307692307692307, 0.9224806201550387, 1.0, 1.0, 1.0]","[0.09230769230769231, 0.3488372093023256, 0.6171875, 0.7952755905511811, 0.9047619047619048]",2.0,3,3.821266172251394,12,11.8,16,73.17300000000003,10.506000000000004,0.2630781046910079,0.09695557131041002,0.08581088266572137,0.041360037811650714,0.04886934302256883,0.2004587616684391,0.17343953089920833,0.13231762139885514,0.008946904614716034,0.07692307692307693,1
60c0d51c070c,"['machine', 'gloom-payment-exist']","['sentience', 'id']",613,114,76,47,5,0.6666666666666666,4.245614035087719,121.8,22.8,20.0,0,0,0,12,0,0,12,0.20439106832490156,0.0045109661755623615,"[0.002682419218026172, 0.0012516816070069492, 0.00039838636764369384, 0.004689445158447908]","[0.6666666666666666, 0.9734513274336283, 1.0, 1.0, 1.0]","[0.11403508771929824, 0.37168141592920356, 0.6696428571428571, 0.8738738738738738, 0.9545454545454546]",3.0,4,3.4101326916279198,9,10.2,13,84.24334883720933,7.918511627906977,0.2007142857142857,0.16134920634920635,0.08206349206349206,0.04928571428571429,0.1442063492063492,0.13912698412698413,0.10642857142857143,0.1498232668096369,0.022962934820859815,0.3333333333333333,5
88a660249df5,"['machine', 'gloom-payment-exist']","['sentience', 'id']",712,125,91,52,5,0.728,4.584,141.6,25.0,23.0,0,0,0,8,1,0,9,0.2162681110484208,0.018039707220219955,"[0.00063763516289847, 0.011235485138831214, 0.017860962044109002, 0.006345332094601225]","[0.728, 0.9919354838709677, 1.0, 1.0, 1.0]","[0.104, 0.4274193548387097, 0.7479674796747967, 0.8934426229508197, 0.9669421487603306]",3.2,5,3.459502518600425,12,11.0,15,71.96111267605635,10.277549295774651,0.2308874458874459,0.11175324675324676,0.09199134199134198,0.04701298701298701,0.10186147186147186,0.13948051948051948,0.15766233766233767,0.13097022663463245,0.0007911506261786827,0.1111111111111111,2
6cfdd4cfce2f,"['machine', 'gloom-payment-exist']","['sentience', 'id']",426,70,52,36,3,0.7428571428571429,5.0285714285714285,141.33333333333334,23.333333333333332,20.666666666666668,0,0,0,2,1,0,3,0.21092136407655382,0.010720926523208607,"[0.009338917902537741, 0.001382008620670866]","[0.7428571428571429, 0.9565217391304348, 0.9852941176470589, 1.0, 1.0]","[0.15714285714285714, 0.463768115942029, 0.7352941176470589, 0.9104477611940298, 0.9696969696969697]",1.3333333333333333,2,3.731934731934732,11,11.666666666666666,13,73.01805907172998,9.616708860759495,0.28086419753086417,0.0949074074074074,0.0949074074074074,0.0,0.05787037037037037,0.13194444444444445,0.14043209876543208,0.1417524446140636,0.009902343317555296,0.3333333333333333,6
3635d2708976,"['machine', 'gloom-payment-exist']","['sentience', 'id']",780,132,80,52,5,0.6060606060606061,4.8106060606060606,155.2,26.4,22.4,0,0,0,6,0,0,6,0.21237849042965815,0.010548996742749006,"[0.00015367955872508388, 0.001012053453561007, 0.010704831574068735, 0.009227428899143186]","[0.6060606060606061, 0.9312977099236641, 0.9923076923076923, 1.0, 1.0]","[0.08333333333333333, 0.3435114503816794, 0.6307692307692307, 0.7751937984496124, 0.890625]",3.0,6,3.338602377922499,10,10.0,14,63.60991891891892,11.740486486486489,0.2523716295569842,0.14819778915888754,0.08703098325523954,0.03207911082052958,0.07117963992105868,0.18535348031915536,0.13756008378434006,0.1500502954829823,0.006988090611346642,0.3333333333333333,8
ee96221803a8,"['machine', 'gloom-payment-exist']","['sentience', 'id']",685,122,88,57,5,0.7213114754098361,4.483606557377049,136.2,24.4,21.2,0,0,0,3,1,0,4,0.21189040834443612,0.01205211247141029,"[0.00550203363755683, 0.0019080465361153431, 0.006289809039144806, 0.0104043357300036]","[0.7213114754098361, 0.9834710743801653, 1.0, 1.0, 1.0]","[0.09836065573770492, 0.36363636363636365, 0.6416666666666667, 0.865546218487395, 0.9661016949152542]",2.2,3,3.4493095793705577,10,9.8,14,72.10720863309353,10.108115107913672,0.25953846153846155,0.14923076923076925,0.08076923076923077,0.03876923076923077,0.05384615384615384,0.17415384615384616,0.14784615384615385,0.14344871044158936,0.007964254781790692,0.25,7
e92151311c22,"['machine', 'gloom-payment-exist']","['sentience', 'id']",650,117,79,52,5,0.6752136752136753,4.435897435897436,129.2,23.4,20.0,0,0,0,3,0,0,3,0.21269423866343895,0.010035141731872588,"[0.005265514492551915, 0.0090030384012115, 0.005711051272901363, 9.067929708039824e-05]","[0.6752136752136753, 0.9655172413793104, 1.0, 1.0, 1.0]","[0.10256410256410256, 0.3620689655172414, 0.6347826086956522, 0.8333333333333334, 0.9646017699115044]",2.8,6,3.1957488516529726,9,9.0,11,83.15028571428574,8.269714285714286,0.29967948717948717,0.13956552706552705,0.06029202279202279,0.029166666666666667,0.032692307692307694,0.20698005698005698,0.12799145299145298,0.13063126694072377,0.006356594143785033,0.3333333333333333,3
76b166a3e29b,"['machine', 'gloom-payment-exist']","['sentience', 'id']",541,95,66,47,4,0.6947368421052632,4.6,135.25,23.75,20.25,0,0,0,8,0,0,8,0.2142276682862521,0.010108618996809999,"[0.0004437237377568626, 0.009544669091701513, 0.005174535665756624]","[0.6947368421052632, 0.9787234042553191, 1.0, 1.0, 1.0]","[0.12631578947368421, 0.3404255319148936, 0.6236559139784946, 0.8369565217391305, 0.9560439560439561]",1.75,3,3.1774786481750907,8,8.5,10,79.16333333333336,8.925185185185189,0.2840896020243846,0.11602829537612146,0.11602110651023695,0.020833333333333332,0.0874237980216241,0.18947693811824246,0.10387192316540142,0.15707001794468273,0.003289734898158758,0.3333333333333333,3
b063427b5966,"['machine', 'gloom-payment-exist']","['sentience', 'id']",905,163,94,65,5,0.5766871165644172,4.447852760736196,180.2,32.6,26.6,0,0,0,4,1,0,5,0.20984026030279124,0.00654197333588645,"[0.003453566588620338, 0.004059107874343604, 0.00488903605275684, 0.0006822361560521184]","[0.5766871165644172, 0.9382716049382716, 1.0, 1.0, 1.0]","[0.07975460122699386, 0.30246913580246915, 0.5652173913043478, 0.74375, 0.8679245283018868]",3.0,5,4.136776389516116,12,11.0,13,67.98108196721313,12.869792349726776,0.26715373449388796,0.09456168149262778,0.08820238101568025,0.019983410520494918,0.029736642012856848,0.20402316146561672,0.17620015845079784,0.1218581188808788,0.012064550865080459,0.1,1
9cccb9a90e19,"['machine', 'gloom-payment-exist']","['sentience', 'id']",265,46,34,20,3,0.7391304347826086,4.673913043478261,87.66666666666667,15.333333333333334,13.333333333333334,0,0,0,1,4,0,5,0.21389665603637695,0.016560453744161707,"[0.0015877612999507518, 0.014972692444210955]","[0.7391304347826086, 0.9555555555555556, 1.0, 1.0, 1.0]","[0.1956521739130435, 0.4222222222222222, 0.6590909090909091, 0.8604651162790697, 0.9285714285714286]",1.0,2,2.998241341991342,8,7.666666666666667,10,91.62628205128208,4.785384615384615,0.30416666666666664,0.10972222222222222,0.08611111111111111,0.0,0.13194444444444445,0.19444444444444445,0.10694444444444444,0.1507301850752397,0.003951759397909038,0.3333333333333333,6
d75a72efa018,"['machine', 'gloom-payment-exist']","['sentience', 'id']",657,112,75,51,5,0.6696428571428571,4.758928571428571,130.6,22.4,19.4,0,0,0,1,1,0,2,0.21301364103953044,0.014529404040512423,"[0.003138415673713535, 0.005104684287851519, 0.004092427636637808, 0.016723280482821984]","[0.6696428571428571, 0.972972972972973, 1.0, 1.0, 1.0]","[0.10714285714285714, 0.36936936936936937, 0.6454545454545455, 0.8073394495412844, 0.9166666666666666]",2.6,4,3.4861806008434417,10,9.8,12,71.80675590551182,9.553795275590552,0.26903249890206415,0.10755292050944225,0.11440008783487045,0.017028985507246377,0.02536231884057971,0.17470180061484408,0.1540465524813351,0.1377827308394692,0.005717789391602057,0.3333333333333333,8
859ade48ae79,"['machine', 'gloom-payment-exist']","['sentience', 'id']",390,68,46,29,4,0.6764705882352942,4.632352941176471,96.75,17.0,15.25,0,0,0,5,0,0,5,0.21395074043955123,0.011927553981241568,"[0.006374244179044447, 0.008527308418637247, 0.002989778374180657]","[0.6764705882352942, 0.9701492537313433, 1.0, 1.0, 1.0]","[0.17647058823529413, 0.4925373134328358, 0.7878787878787878, 0.9230769230769231, 0.953125]",2.0,4,3.1173906619385345,8,7.5,9,85.08865384615387,6.23551282051282,0.29415584415584417,0.18961038961038962,0.03636363636363636,0.0,0.08181818181818182,0.1581168831168831,0.09253246753246752,0.14222436276349154,0.003843590591560475,0.3333333333333333,8
18d4bcf6fe08,"['machine', 'gloom-payment-exist']","['sentience', 'id']",686,118,80,45,5,0.6779661016949152,4.703389830508475,136.4,23.6,21.8,0,0,0,9,0,0,9,0.20819746719466314,0.013627502294078442,"[0.0018773894071023312, 0.0006119039624628286, 0.005457047952546007, 0.019308663266045717]","[0.6779661016949152, 0.9487179487179487, 0.9913793103448276, 1.0, 1.0]","[0.1016949152542373, 0.4017094017094017, 0.6637931034482759, 0.8521739130434782, 0.9649122807017544]",2.8,7,3.1939617278220633,9,11.0,14,76.72404477611941,9.215731343283583,0.2578493436388173,0.16529873635136794,0.04591093117408907,0.029813519813519814,0.08139246718194086,0.15659060238007608,0.13231137283768862,0.12676023028113625,0.015350137081336646,0.16666666666666666,0
df250c044c83,"['machine', 'gloom-payment-exist']","['sentience', 'id']",892,153,99,72,5,0.6470588235294118,4.712418300653595,177.6,30.6,25.0,0,0,0,2,1,0,3,0.21284009625840822,0.009143893394893396,"[0.00391857755952188, 0.008708330024691208, 0.004363037488962468, 0.0012978417166112366]","[0.6470588235294118, 0.9605263157894737, 1.0, 1.0, 1.0]","[0.0784313725490196, 0.29605263157894735, 0.5231788079470199, 0.7133333333333334, 0.8590604026845637]",4.2,7,3.63866544670283,13,10.0,13,63.64316763005782,12.977988439306362,0.2583695652173913,0.12628019323671497,0.10378019323671497,0.011805555555555555,0.04008454106280193,0.19806159420289854,0.15172705314009663,0.1535195751623674,0.0060648789538464976,0.3333333333333333,6
9fb384fdbd8d,"['machine', 'gloom-payment-exist']","['sentience', 'id']",636,106,80,55,5,0.7547169811320755,4.867924528301887,126.4,21.2,19.6,0,0,0,7,0,0,7,0.21037591655647714,0.014877745324752945,"[0.007994217557065642, 0.014276456832885753, 0.0029261934129815315, 0.004558622846572963]","[0.7547169811320755, 0.9904761904761905, 1.0, 1.0, 1.0]","[0.11320754716981132, 0.3904761904761905, 0.75, 0.883495145631068, 0.9411764705882353]",3.0,6,3.0890575941975533,10,9.2,18,65.44500000000004,10.093333333333334,0.2564176904176904,0.1642735462735463,0.10082227682227682,0.07,0.09032596232596232,0.0982997542997543,0.13539066339066338,0.1568587584929033,0.010993238357708657,0.14285714285714285,4
03a79bfb0120,"['machine', 'gloom-payment-exist']","['sentience', 'id']",680,116,78,61,4,0.6724137931034483,4.698275862068965,169.25,29.0,25.0,0,0,0,1,0,0,1,0.21396561392018051,0.01038594291722067,"[0.004549053518763391, 0.0018042592120257883, 0.009225601645041825]","[0.6724137931034483, 0.9739130434782609, 0.9912280701754386, 1.0, 1.0]","[0.10344827586206896, 0.3217391304347826, 0.5964912280701754, 0.8053097345132744, 0.9285714285714286]",5.25,6,3.578060050647284,9,9.5,11,66.27022482014392,12.648830935251798,0.2749902599646845,0.15871073351891765,0.13812077015401825,0.029484029484029485,0.006756756756756757,0.16437723470971555,0.12204814091003349,0.1283424052325162,0.003813843630301905,0.1111111111111111,2
6b6c367f3103,"['machine', 'gloom-payment-exist']","['sentience', 'id']",670,108,78,54,3,0.7222222222222222,5.064814814814815,222.66666666666666,36.0,31.0,0,0,0,0,2,0,2,0.21177484212764738,0.003940644355433981,"[0.0024932880300029547, 0.0014473563254310262]","[0.7222222222222222, 0.9906542056074766, 1.0, 1.0, 1.0]","[0.1111111111111111, 0.42990654205607476, 0.6981132075471698, 0.8857142857142857, 0.9615384615384616]",6.666666666666667,8,4.5374158937988724,14,13.666666666666666,18,54.224933333333354,16.0472,0.2778552746294682,0.16023684975297878,0.11896977622784075,0.017342342342342342,0.0436936936936937,0.13873147340889277,0.12178145887823306,0.1236404451456937,0.008195387215368166,0.125,9
d8f521d823cc,"['machine', 'gloom-payment-exist']","['sentience', 'id']",719,127,91,60,6,0.7165354330708661,4.52755905511811,119.0,21.166666666666668,18.666666666666668,0,0,0,4,0,0,4,0.21031477148249997,0.014548297677594546,"[0.01677878715141473, 0.003549765736337668, 0.007294959874896284, 0.0022196457241520917, 0.00652758570718559]","[0.7165354330708661, 0.9761904761904762, 1.0, 1.0, 1.0]","[0.08661417322834646, 0.3333333333333333, 0.64, 0.8306451612903226, 0.9512195121951219]",3.6666666666666665,5,3.3506130913219034,11,9.0,12,81.76454954954957,7.982702702702706,0.25709524270123,0.20993888136576871,0.08287064704974702,0.02154013718946978,0.044049403869493825,0.1454095101066978,0.12113816363707547,0.13289567015387796,0.011115528505662997,0.1,1
b3f45a6140f9,"['machine', 'gloom-payment-exist']","['sentience', 'id']",542,98,68,46,5,0.6938775510204082,4.36734693877551,107.6,19.6,17.6,1,0,0,3,0,1,3,0.21039688310761384,0.018902696473429903,"[0.011397750269282941, 0.015828895328020814, 0.007859885451769605, 0.0027188618977864454]","[0.6938775510204082, 0.9587628865979382, 0.9895833333333334, 1.0, 1.0]","[0.12244897959183673, 0.3917525773195876, 0.65625, 0.8105263157894737, 0.9042553191489362]",2.4,4,2.830074659639877,7,8.4,10,86.91476923076924,6.949675213675214,0.2924845089550972,0.144471606824548,0.11500127323656735,0.03196672608437314,0.05063492063492063,0.19261013496307614,0.09139376962906375,0.13745625669305975,0.01095130525543525,0.1111111111111111,2
